film,oseba,vloga,mesto
814685,1164755,R,1
815178,235,I,1
815178,939697,I,2
815178,25483,I,3
815178,2091536,I,4
815178,1166926,R,1
815236,59431,I,1
815236,1404408,I,2
815236,2554352,I,3
815236,1036181,I,4
815236,1637768,R,1
815244,4789,I,1
815244,668139,I,2
815244,1668265,I,3
815244,2358430,I,4
815244,638271,R,1
815245,115161,I,1
815245,444223,I,2
815245,6969,I,3
815245,657,I,4
815245,345294,R,1
815245,345307,R,2
816258,1121870,I,1
816258,2299825,I,2
816258,695177,I,3
816258,621937,I,4
816258,700872,R,1
816436,322591,I,1
816436,220450,I,2
816436,1500343,I,3
816436,654549,I,4
816436,2299471,R,1
816436,871188,R,2
816442,4563869,I,1
816442,1691,I,2
816442,1833,I,3
816442,3115493,I,4
816442,1093053,R,1
816462,597388,I,1
816462,579,I,2
816462,535,I,3
816462,2332,I,4
816462,1197971,R,1
816556,1647620,I,1
816556,687109,I,2
816556,2089454,I,3
816556,1457088,I,4
816556,1757667,R,1
816692,190,I,1
816692,4266,I,2
816692,1567113,I,3
816692,3237775,I,4
816692,634240,R,1
816711,93,I,1
816711,257969,I,2
816711,2020146,I,3
816711,197647,I,4
816711,286975,R,1
817177,1630992,I,1
817177,2786608,I,2
817177,360,I,3
817177,381,I,4
817177,1661,R,1
817230,210,I,1
817230,4937,I,2
817230,4266,I,3
817230,4695,I,4
817230,5190,R,1
817538,5562,I,1
817538,669681,I,2
817538,1372713,I,3
817538,2107837,I,4
817538,109359,R,1
818165,244630,I,1
818165,144,I,2
818165,459,I,3
818165,540176,I,4
818165,3343,R,1
819714,461136,I,1
819714,1092227,I,2
819714,722629,I,3
819714,1409802,I,4
819714,562266,R,1
821442,1251770,I,1
821442,1141657,I,2
821442,1224530,I,3
821442,1705688,I,4
821442,1168564,R,1
821640,190,I,1
821640,4950,I,2
821640,1297015,I,3
821640,140,I,4
821640,914132,R,1
821642,4937,I,1
821642,375,I,2
821642,1416,I,3
821642,390903,I,4
821642,942504,R,1
822832,5562,I,1
822832,98,I,2
822832,199312,I,3
822832,678,I,4
822832,291205,R,1
822847,79273,I,1
822847,1544217,I,2
822847,702572,I,3
822847,881631,I,4
822847,829820,R,1
822854,242,I,1
822854,671567,I,2
822854,593961,I,3
822854,418,I,4
822854,298807,R,1
824747,1401,I,1
824747,272173,I,2
824747,752407,I,3
824747,1072959,I,4
824747,142,R,1
824758,545,I,1
824758,564215,I,2
824758,1626,I,3
824758,316079,I,4
824758,1355,R,1
825232,197,I,1
825232,151,I,2
825232,5003,I,3
825232,865119,I,4
825232,1661,R,1
825236,1701024,I,1
825236,2320614,I,2
825236,2318355,I,3
825236,2316907,I,4
825236,1701024,R,1
826631,456077,I,1
826631,1121807,I,2
826631,2276587,I,3
826631,19338,I,4
826631,814716,R,1
827503,948000,I,1
827503,15988,I,2
827503,1284570,I,3
827503,2324150,I,4
827503,51166,R,1
827503,948000,R,2
827517,509264,I,1
827517,1454907,I,2
827517,2275824,I,3
827517,2322351,I,4
827517,1258686,R,1
829150,1812656,I,1
829150,1002641,I,2
829150,300589,I,3
829150,3280686,I,4
829150,2411495,R,1
829297,363699,I,1
829297,245112,I,2
829297,1218,I,3
829297,10075,I,4
829297,533145,R,1
829459,1401,I,1
829459,1246,I,2
829459,451234,I,3
829459,659544,I,4
829459,935863,R,1
829482,148418,I,1
829482,1706767,I,2
829482,2395586,I,3
829482,352778,I,4
829482,609549,R,1
830515,185819,I,1
830515,1385871,I,2
830515,23832,I,3
830515,1132,I,4
830515,286975,R,1
830558,40472,I,1
830558,41752,I,2
830558,48273,I,3
830558,150255,I,4
830558,933471,R,1
830570,712908,I,1
830570,792888,I,2
830570,1974409,I,3
830570,846681,I,4
830570,2328765,R,1
830861,190817,I,1
830861,383603,I,2
830861,350642,I,3
830861,1669,I,4
830861,350674,R,1
830861,1258724,R,2
831387,1093951,I,1
831387,647634,I,2
831387,186505,I,3
831387,913822,I,4
831387,2284484,R,1
831884,1618,I,1
831884,749263,I,2
831884,124,I,3
831884,1102577,I,4
831884,313623,R,1
831887,532683,I,1
831887,168,I,2
831887,424060,I,3
831887,454809,I,4
831887,588340,R,1
831888,632497,I,1
831888,1066974,I,2
831888,410832,I,3
831888,1077107,I,4
831888,34712,R,1
832266,5351,I,1
832266,1838,I,2
832266,1113550,I,3
832266,2480549,I,4
832266,111845,R,1
834001,593961,I,1
834001,790688,I,2
834001,631490,I,3
834001,533599,I,4
834001,851281,R,1
835418,773973,I,1
835418,1601397,I,2
835418,373571,I,3
835418,365445,I,4
835418,151540,R,1
837106,639010,I,1
837106,375138,I,2
837106,1745,I,3
837106,638824,I,4
837106,282425,R,1
837562,1191,I,1
837562,416673,I,2
837562,1676221,I,3
837562,1411125,I,4
837562,850733,R,1
837563,164809,I,1
837563,1541272,I,2
837563,1475,I,3
837563,5503448,I,4
837563,1556116,R,1
837563,1552637,R,2
838221,5562,I,1
838221,4778,I,2
838221,5403,I,3
838221,2496312,I,4
838221,27572,R,1
838232,188,I,1
838232,606,I,2
838232,607865,I,3
838232,412,I,4
838232,958969,R,1
838247,207,I,1
838247,553,I,2
838247,519043,I,3
838247,2425105,I,4
838247,1033683,R,1
838283,2071,I,1
838283,604,I,2
838283,5460,I,3
838283,420955,I,4
838283,570912,R,1
839980,2071,I,1
839980,437,I,2
839980,71275,I,3
839980,5491,I,4
839980,22768,R,1
840322,267511,I,1
840322,46112,I,2
840322,170550,I,3
840322,276,I,4
840322,514662,R,1
840361,255,I,1
840361,356017,I,2
840361,358316,I,3
840361,719637,I,4
840361,255,R,1
841044,365,I,1
841044,4965,I,2
841044,117709,I,3
841044,683531,I,4
841044,365,R,1
841046,604,I,1
841046,278979,I,2
841046,472710,I,3
841046,269542,I,4
841046,440458,R,1
842926,906,I,1
842926,194,I,2
842926,749263,I,3
842926,1985859,I,4
842926,158966,R,1
842929,2437336,I,1
842929,2436421,I,2
842929,597410,I,3
842929,2683844,I,4
842929,1814,R,1
843326,1413459,I,1
843326,1299510,I,2
843326,695177,I,3
843326,4469,I,4
843326,2347386,R,1
844286,1838,I,1
844286,4778,I,2
844286,749263,I,3
844286,452860,I,4
844286,426059,R,1
844457,299811,I,1
844457,525518,I,2
844457,937557,I,3
844457,777649,I,4
844457,836715,R,1
844471,267506,I,1
844471,352778,I,2
844471,132257,I,3
844471,1001,I,4
844471,520488,R,1
844471,588087,R,2
844479,1577637,I,1
844479,744776,I,2
844479,273592,I,3
844479,695087,I,4
844479,1729303,R,1
844671,68166,I,1
844671,2278177,I,2
844671,2255271,I,3
844671,3100327,I,4
844671,1834176,R,1
844708,226813,I,1
844708,5321,I,2
844708,1282,I,3
844708,100889,I,4
844708,1531934,R,1
844993,659363,I,1
844993,335,I,2
844993,911320,I,3
844993,349,I,4
844993,1918538,R,1
845046,2389463,I,1
845046,2401020,I,2
845046,828961,I,3
845046,934923,I,4
845046,1134029,R,1
845439,267946,I,1
845439,998142,I,2
845439,1267552,I,3
845439,4204262,I,4
845439,1410815,R,1
845448,4569,I,1
845448,1299011,I,2
845448,451174,I,3
845448,412917,I,4
845448,409791,R,1
847880,2401938,I,1
847880,689894,I,2
847880,343045,I,3
847880,148516,I,4
847880,49326,R,1
847880,8078611,R,2
848228,375,I,1
848228,262635,I,2
848228,424060,I,3
848228,719637,I,4
848228,923736,R,1
848537,1086543,I,1
848537,1242688,I,2
848537,461498,I,3
848537,268199,I,4
848537,917188,R,1
848557,1382242,I,1
848557,1208725,I,2
848557,731575,I,3
848557,775539,I,4
848557,1681,R,1
850253,71275,I,1
850253,1358539,I,2
850253,207218,I,3
850253,437,I,4
850253,870204,R,1
851577,541136,I,1
851577,837744,I,2
851577,1282927,I,3
851577,476814,I,4
851577,526732,R,1
851578,370677,I,1
851578,256609,I,2
851578,394653,I,3
851578,299228,I,4
851578,464804,R,1
852713,267506,I,1
852713,4988,I,2
852713,1297015,I,3
852713,993507,I,4
852713,937748,R,1
856288,1574565,I,1
856288,2602462,I,2
856288,1324984,I,3
856288,296596,I,4
856288,2376614,R,1
856288,2377660,R,2
857190,935653,I,1
857190,2304008,I,2
857190,2017943,I,3
857190,533599,I,4
857190,522393,R,1
857191,420955,I,1
857191,1896736,I,2
857191,1775091,I,3
857191,7814,I,4
857191,565336,R,1
857265,323,I,1
857265,179,I,2
857265,56217,I,3
857265,110,I,4
857265,110,R,1
857376,1813878,I,1
857376,2380420,I,2
857376,1635134,I,3
857376,681547,I,4
857376,2325065,R,1
858479,598,I,1
858479,2006,I,2
858479,572,I,3
858479,680983,I,4
858479,1729171,R,1
858486,939697,I,1
858486,5561,I,2
858486,519043,I,3
858486,20354,I,4
858486,875056,R,1
859163,409,I,1
859163,1472,I,2
859163,4742,I,3
859163,706,I,4
859163,3418,R,1
859635,151540,I,1
859635,373571,I,2
859635,501399,I,3
859635,815418,I,4
859635,151540,R,1
860906,594074,I,1
860906,644527,I,2
860906,370677,I,3
860906,594436,I,4
860906,556094,R,1
860906,875453,R,2
860906,30417,R,3
860907,644527,I,1
860907,370677,I,2
860907,594436,I,3
860907,757087,I,4
860907,535340,R,1
860907,556094,R,2
860907,875453,R,3
860907,30417,R,4
861689,194,I,1
861689,749263,I,2
861689,305558,I,3
861689,410832,I,4
861689,576987,R,1
861739,609944,I,1
861739,2386123,I,2
861739,432753,I,3
861739,1141101,I,4
861739,655683,R,1
862467,586568,I,1
862467,3063003,I,2
862467,607916,I,3
862467,692301,I,4
862467,716347,R,1
862846,10736,I,1
862846,1289434,I,2
862846,273,I,3
862846,1555151,I,4
862846,420422,R,1
862856,1593,I,1
862856,4051,I,2
862856,48414,I,3
862856,1468674,I,4
862856,1002424,R,1
864761,461136,I,1
864761,146,I,2
864761,1002641,I,3
864761,1648,I,4
864761,1314116,R,1
864835,123092,I,1
864835,1934618,I,2
864835,170306,I,3
864835,5182,I,4
864835,591450,R,1
865297,1973422,I,1
865297,1047329,I,2
865297,1057,I,3
865297,860997,I,4
865297,1171959,R,1
865554,671,I,1
865554,107,I,2
865554,620,I,3
865554,287898,I,4
865554,429964,R,1
865556,329,I,1
865556,1472,I,2
865556,29400,I,3
865556,2973494,I,4
865556,591450,R,1
865559,889522,I,1
865559,377,I,2
865559,237222,I,3
865559,1096845,I,4
865559,677953,R,1
866437,834,I,1
866437,199215,I,2
866437,312,I,3
866437,4742,I,4
866437,842523,R,1
866439,1131,I,1
866439,1157358,I,2
866439,571727,I,3
866439,362429,I,4
866439,917992,R,1
869977,2621785,I,1
869977,2404515,I,2
869977,1194748,I,3
869977,1237973,I,4
869977,1780037,R,1
869994,524528,I,1
869994,244151,I,2
869994,2473241,I,3
869994,491259,I,4
869994,458251,R,1
870090,1179683,I,1
870090,1130610,I,2
870090,1178560,I,3
870090,1775058,I,4
870090,603758,R,1
870111,1449,I,1
870111,790688,I,2
870111,102,I,3
870111,5377,I,4
870111,165,R,1
870204,5109,I,1
870204,808376,I,2
870204,1780,I,3
870204,1939627,I,4
870204,240995,R,1
870984,353,I,1
870984,1250,I,2
870984,3527143,I,3
870984,1885,R,1
871426,275486,I,1
871426,688132,I,2
871426,244,I,3
871426,1427,I,4
871426,567112,R,1
871510,451321,I,1
871510,1540244,I,2
871510,2469366,I,3
871510,1427076,I,4
871510,24912,R,1
872230,1302735,I,1
872230,1910274,I,2
872230,1091701,I,3
872230,340720,I,4
872230,127,R,1
873886,662981,I,1
873886,502425,I,2
873886,422,I,3
873886,29400,I,4
873886,3620,R,1
875034,358,I,1
875034,182839,I,2
875034,4851,I,3
875034,233604,I,4
875034,551128,R,1
875113,241121,I,1
875113,704474,I,2
875113,587791,I,3
875113,320209,I,4
875113,468007,R,1
875595,1832249,I,1
875595,1699257,I,2
875595,1778096,I,3
875595,1699617,I,4
875595,218547,R,1
876563,949,I,1
876563,354,I,2
876563,553,I,3
876563,945359,I,4
876563,594503,R,1
878695,789018,I,1
878695,3656582,I,2
878695,3663652,I,3
878695,6136780,I,4
878695,1099918,R,1
878804,2466842,I,1
878804,113,I,2
878804,5210,I,3
878804,2052567,I,4
878804,359387,R,1
878835,1416,I,1
878835,1624,I,2
878835,356017,I,3
878835,444752,I,4
878835,392237,R,1
879843,161607,I,1
879843,652292,I,2
879843,957468,I,3
879843,826611,I,4
879843,906667,R,1
879870,210,I,1
879870,849,I,2
879870,420955,I,3
879870,205626,I,4
879870,614682,R,1
880502,205811,I,1
880502,947721,I,2
880502,193579,I,3
880502,462958,I,4
880502,15359,R,1
880578,178,I,1
880578,4988,I,2
880578,189200,I,3
880578,121605,I,4
880578,387706,R,1
881320,1973422,I,1
881320,186563,I,2
881320,48336,I,3
881320,746896,I,4
881320,340958,R,1
881891,113,I,1
881891,177896,I,2
881891,2006,I,3
881891,421822,I,4
881891,1288766,R,1
882977,425005,I,1
882977,215,I,2
882977,1256532,I,3
882977,1969169,I,4
882977,6846,R,1
884224,131,I,1
884224,673,I,2
884224,240381,I,3
884224,349,I,4
884224,781733,R,1
884328,5048,I,1
884328,1315,I,2
884328,390229,I,3
884328,105672,I,4
884328,1104,R,1
884732,366389,I,1
884732,1265802,I,2
884732,192505,I,3
884732,1649714,I,4
884732,1275670,R,1
886539,1027719,I,1
886539,1234298,I,2
886539,438501,I,3
886539,438092,I,4
886539,15295,R,1
887883,93,I,1
887883,531,I,2
887883,123,I,3
887883,518,I,4
887883,1053,R,1
887883,1054,R,2
887912,719637,I,1
887912,1107001,I,2
887912,1310016,I,3
887912,1602,I,4
887912,941,R,1
889573,98,I,1
889573,867,I,2
889573,933940,I,3
889573,156,I,4
889573,330347,R,1
889573,817447,R,2
889583,56187,I,1
889583,358390,I,2
889583,3042403,I,3
889583,3495911,I,4
889583,153078,R,1
889588,1667,I,1
889588,593664,I,2
889588,334,I,3
889588,706,I,4
889588,6854,R,1
890870,68551,I,1
890870,666398,I,2
890870,274371,I,3
890870,541908,I,4
890870,1135423,R,1
891527,129,I,1
891527,658,I,2
891527,602,I,3
891527,671567,I,4
891527,602,R,1
891592,471036,I,1
891592,568180,I,2
891592,3817,I,3
891592,5098,I,4
891592,5647,R,1
892255,566,I,1
892255,1125,I,2
892255,1209966,I,3
892255,1206875,I,4
892255,1752,R,1
892318,1086543,I,1
892318,305558,I,2
892318,603,I,3
892318,213482,I,4
892318,935095,R,1
892767,598,I,1
892767,955471,I,2
892767,1086384,I,3
892767,4286,I,4
892767,959774,R,1
892769,59431,I,1
892769,124930,I,2
892769,2395586,I,3
892769,272401,I,4
892769,213450,R,1
892769,761498,R,2
892782,702,I,1
892782,933988,I,2
892782,170306,I,3
892782,736622,I,4
892782,1224299,R,1
892782,970447,R,2
892791,196,I,1
892791,139,I,2
892791,552,I,3
892791,104,I,4
892791,593610,R,1
892899,829032,I,1
892899,905554,I,2
892899,104114,I,3
892899,86324,I,4
892899,1530422,R,1
893402,1200692,I,1
893402,202,I,2
893402,727165,I,3
893402,384060,I,4
893402,573389,R,1
893412,4741,I,1
893412,891786,I,2
893412,65493,I,3
893412,294224,I,4
893412,333471,R,1
896534,2057036,I,1
896534,781913,I,2
896534,2127038,I,3
896534,2164512,I,4
896534,1306443,R,1
896534,362847,R,2
896798,168,I,1
896798,438,I,2
896798,578949,I,3
896798,350079,I,4
896798,1317,R,1
896872,1838,I,1
896872,899,I,2
896872,603,I,3
896872,657,I,4
896872,2326979,R,1
897361,517820,I,1
897361,566,I,2
897361,568180,I,3
897361,7491,I,4
897361,1032754,R,1
898367,1557,I,1
898367,234,I,2
898367,2240346,I,3
898367,380,I,4
898367,384825,R,1
899106,98,I,1
899106,1173,I,2
899106,283945,I,3
899106,2253,I,4
899106,131969,R,1
899128,463,I,1
899128,134072,I,2
899128,2067953,I,3
899128,1595,I,4
899128,714599,R,1
900357,1642290,I,1
900357,1959563,I,2
900357,2306284,I,3
900357,1616668,I,4
900357,79111,R,1
900387,931329,I,1
900387,218,I,2
900387,3053338,I,3
900387,1101713,I,4
900387,1314116,R,1
901476,5028,I,1
901476,4266,I,2
901476,298,I,3
901476,1034965,I,4
901476,935095,R,1
901487,814280,I,1
901487,496932,I,2
901487,432601,I,3
901487,2175143,I,4
901487,453518,R,1
901507,363652,I,1
901507,265492,I,2
901507,1316819,I,3
901507,543598,I,4
901507,1402202,R,1
902290,597480,I,1
902290,579,I,2
902290,275244,I,3
902290,780133,I,4
902290,1137264,R,1
902955,1625479,I,1
902955,1687151,I,2
902955,997673,I,3
902955,1698655,I,4
902955,15091,R,1
903624,293509,I,1
903624,5212,I,2
903624,35514,I,3
903624,785227,I,4
903624,1392,R,1
903657,131,I,1
903657,200452,I,2
903657,6969,I,3
903657,316079,I,4
903657,688361,R,1
905372,935541,I,1
905372,249291,I,2
905372,860947,I,3
905372,647638,I,4
905372,374048,R,1
906108,1347153,I,1
906108,1390,I,2
906108,495095,I,3
906108,948272,I,4
906108,1347153,R,1
906665,411692,I,1
906665,766233,I,2
906665,233,I,3
906665,27942,I,4
906665,586281,R,1
906734,372176,I,1
906734,860947,I,2
906734,693799,I,3
906734,242050,I,4
906734,1193346,R,1
907657,360598,I,1
907657,2461627,I,2
907657,2008013,I,3
907657,2478608,I,4
907657,138809,R,1
910554,1483369,I,1
910554,1742630,I,2
910554,446319,I,3
910554,267506,I,4
910554,140617,R,1
910905,169,I,1
910905,422,I,2
910905,765597,I,3
910905,5460,I,4
910905,851724,R,1
910936,736622,I,1
910936,290556,I,2
910936,170550,I,3
910936,1144419,I,4
910936,337773,R,1
910970,123785,I,1
910970,2264184,I,2
910970,307531,I,3
910970,929609,I,4
910970,4056,R,1
912597,1947564,I,1
912597,8533,I,2
912597,1027678,I,3
912597,2100721,I,4
912597,620378,R,1
913354,1551922,I,1
913354,369,I,2
913354,401,I,3
913354,606,I,4
913354,30735,R,1
913425,4851,I,1
913425,392913,I,2
913425,692391,I,3
913425,351133,I,4
913425,264,R,1
913445,1378320,I,1
913445,5318,I,2
913445,95746,I,3
913445,1423866,I,4
913445,1236625,R,1
913968,1472,I,1
913968,490489,I,2
913968,437580,I,3
913968,1292891,I,4
913968,151066,R,1
913968,948145,R,2
914797,1517976,I,1
914797,614,I,2
914797,597,I,3
914797,1708092,I,4
914797,589168,R,1
914798,2633535,I,1
914798,667,I,2
914798,1670029,I,3
914798,2726789,I,4
914798,379179,R,1
914863,168,I,1
914863,5251,I,2
914863,790688,I,3
914863,740535,I,4
914863,429964,R,1
918927,658,I,1
918927,450,I,2
918927,10736,I,3
918927,205626,I,4
918927,788234,R,1
918940,2907,I,1
918940,4920741,I,2
918940,7222287,I,3
918940,910607,I,4
918940,946734,R,1
920458,511892,I,1
920458,586568,I,2
920458,826565,I,3
920458,616910,I,4
920458,535234,R,1
923811,644527,I,1
923811,370677,I,2
923811,594074,I,3
923811,945372,I,4
923811,556094,R,1
923811,875453,R,2
923811,30417,R,3
924129,148,I,1
924129,171,I,2
924129,501,I,3
924129,836343,I,4
924129,469694,R,1
926063,2057557,I,1
926063,2337393,I,2
926063,2576384,I,3
926063,2401385,I,4
926063,84059,R,1
926084,705356,I,1
926084,914612,I,2
926084,342488,I,3
926084,631490,I,4
926084,946734,R,1
926129,811242,I,1
926129,2187603,I,2
926129,1888211,I,3
926129,1048128,I,4
926129,1879589,R,1
926380,654110,I,1
926380,1134439,I,2
926380,292182,I,3
926380,1126657,I,4
926380,382956,R,1
926759,303826,I,1
926759,951456,I,2
926759,1918862,I,3
926759,343082,I,4
926759,1462495,R,1
926762,100460,I,1
926762,670350,I,2
926762,774386,I,3
926762,888652,I,4
926762,887452,R,1
929425,408238,I,1
929425,2992307,I,2
929425,785842,I,3
929425,3013376,I,4
929425,308520,R,1
929632,2829737,I,1
929632,594898,I,2
929632,1745736,I,3
929632,1014,I,4
929632,200005,R,1
930083,2487186,I,1
930083,1287602,I,2
930083,2176100,I,3
930083,1395952,I,4
930083,1823283,R,1
935075,173,I,1
935075,1173,I,2
935075,1848,I,3
935075,1886602,I,4
935075,593463,R,1
936501,553,I,1
936501,1192254,I,2
936501,463,I,3
936501,650702,I,4
936501,603628,R,1
937237,2401975,I,1
937237,1770815,I,2
937237,1486373,I,3
937237,429399,I,4
937237,361,R,1
937375,5093,I,1
937375,1551922,I,2
937375,5148,I,3
937375,252961,I,4
937375,926211,R,1
938283,3226241,I,1
938283,2443758,I,2
938283,1717152,I,3
938283,2353862,I,4
938283,796117,R,1
938330,2564938,I,1
938330,3229685,I,2
938330,293,I,3
938330,5251,I,4
938330,1068186,R,1
938341,434596,I,1
938341,463592,I,2
938341,2431331,I,3
938341,3011132,I,4
938341,475905,R,1
940656,1201,I,1
940656,186949,I,2
940656,822802,I,3
940656,50165,I,4
940656,108,R,1
940657,383603,I,1
940657,1411125,I,2
940657,1201,I,3
940657,266422,I,4
940657,108,R,1
940709,159507,I,1
940709,2514879,I,2
940709,2922341,I,3
940709,8544588,I,4
940709,159507,R,1
942384,942901,I,1
942384,5388,I,2
942384,392073,I,3
942384,1495452,I,4
942384,995691,R,1
942385,1774,I,1
942385,85312,I,2
942385,375,I,3
942385,434854,I,4
942385,1774,R,1
944101,657734,I,1
944101,728762,I,2
944101,1468061,I,3
944101,916406,I,4
944101,657734,R,1
944834,512071,I,1
944834,863816,I,2
944834,619600,I,3
944834,495166,I,4
944834,412247,R,1
944834,704588,R,2
944835,1401,I,1
944835,630,I,2
944835,252230,I,3
944835,646037,I,4
944835,637518,R,1
945513,350453,I,1
945513,1157358,I,2
945513,267812,I,3
945513,942482,I,4
945513,1512910,R,1
947798,204,I,1
947798,5109,I,2
947798,1993,I,3
947798,213,I,4
947798,4716,R,1
947802,168,I,1
947802,933940,I,2
947802,913488,I,3
947802,322002,I,4
947802,1438,R,1
947810,354,I,1
947810,5042,I,2
947810,1427,I,3
947810,620981,I,4
947810,339030,R,1
948470,1940449,I,1
948470,1297015,I,2
948470,406975,I,3
948470,451234,I,4
948470,1989536,R,1
949731,242,I,1
949731,221046,I,2
949731,491,I,3
949731,1496319,I,4
949731,796117,R,1
951216,473,I,1
951216,1451,I,2
951216,5017,I,3
951216,1101,I,4
951216,451884,R,1
951335,126,I,1
951335,1419440,I,2
951335,526,I,3
951335,1072959,I,4
951335,1084937,R,1
952640,5134,I,1
952640,46559,I,2
952640,439739,I,3
952640,189144,I,4
952640,384722,R,1
952682,788335,I,1
952682,1519045,I,2
952682,2049889,I,3
952682,2534638,I,4
952682,2158772,R,1
953318,684515,I,1
953318,2538498,I,2
953318,2081325,I,3
953318,2141341,I,4
953318,51206,R,1
954947,729,I,1
954947,5028,I,2
954947,4695,I,3
954947,885,I,4
954947,935863,R,1
954990,458,I,1
954990,4742,I,2
954990,829576,I,3
954990,1519666,I,4
954990,6841,R,1
955308,128,I,1
955308,949,I,2
955308,532193,I,3
955308,1884,I,4
955308,631,R,1
956038,178,I,1
956038,152,I,2
956038,5221,I,3
956038,205626,I,4
956038,938045,R,1
959329,4997,I,1
959329,5406,I,2
959329,856012,I,3
959329,896117,I,4
959329,1124577,R,1
959337,138,I,1
959337,701,I,2
959337,280199,I,3
959337,745751,I,4
959337,5222,R,1
960144,1191,I,1
960144,1806,I,2
960144,4825,I,3
960144,841910,I,4
960144,240797,R,1
960731,1191,I,1
960731,5392,I,2
960731,1073,I,3
960731,1602,I,4
960731,788202,R,1
960790,1709,I,1
960790,1160560,I,2
960790,777788,I,3
960790,2617178,I,4
960790,1709,R,1
960890,1398,I,1
960890,387,I,2
960890,2641532,I,3
960890,1715297,I,4
960890,999415,R,1
961097,1342060,I,1
961097,660854,I,2
961097,255362,I,3
961097,167388,I,4
961097,74426,R,1
961108,5351,I,1
961108,353,I,2
961108,1833,I,3
961108,5251,I,4
961108,1433720,R,1
961722,835045,I,1
961722,781913,I,2
961722,1597498,I,3
961722,1507985,I,4
961722,1488800,R,1
961728,4051,I,1
961728,507073,I,2
961728,1212,I,3
961728,1179580,I,4
961728,1012501,R,1
962711,1383977,I,1
962711,27164,I,2
962711,5030,I,3
962711,931321,I,4
962711,617130,R,1
962726,1374980,I,1
962726,1227814,I,2
962726,864308,I,3
962726,1727317,I,4
962726,650905,R,1
962736,1289434,I,1
962736,1670029,I,2
962736,79273,I,3
962736,1669,I,4
962736,885249,R,1
963178,654110,I,1
963178,915208,I,2
963178,90,I,3
963178,860947,I,4
963178,878756,R,1
963194,649,I,1
963194,372117,I,2
963194,891786,I,3
963194,109208,I,4
963194,1135423,R,1
963743,2102872,I,1
963743,1093951,I,2
963743,1131627,I,3
963743,203563,I,4
963743,149446,R,1
963794,39162,I,1
963794,540441,I,2
963794,6958,I,3
963794,1377561,I,4
963794,2127650,R,1
963966,115,I,1
963966,59431,I,2
963966,547,I,3
963966,1954240,I,4
963966,5509,R,1
964185,1252,I,1
964185,2403277,I,2
964185,893941,I,3
964185,702379,I,4
964185,338,R,1
964516,1231899,I,1
964516,2144007,I,2
964516,2585918,I,3
964516,451170,I,4
964516,1055105,R,1
964517,242,I,1
964517,288,I,2
964517,10736,I,3
964517,502425,I,4
964517,751102,R,1
964539,192,I,1
964539,893257,I,2
964539,1218757,I,3
964539,922995,I,4
964539,774340,R,1
964587,1506908,I,1
964587,391,I,2
964587,2605345,I,3
964587,2092886,I,4
964587,662529,R,1
964587,859877,R,2
968264,705,I,1
968264,564215,I,2
968264,929489,I,3
968264,177,I,4
968264,602,R,1
970179,2633535,I,1
970179,1631269,I,2
970179,489,I,3
970179,1426,I,4
970179,217,R,1
970411,1519680,I,1
970411,429363,I,2
970411,195,I,3
970411,752379,I,4
970411,1481493,R,1
970416,206,I,1
970416,124,I,2
970416,870,I,3
970416,1535523,I,4
970416,220600,R,1
970452,700856,I,1
970452,1884,I,2
970452,1248393,I,3
970452,592,I,4
970452,1068186,R,1
970468,531,I,1
970468,10736,I,2
970468,1354,I,3
970468,18357,I,4
970468,620576,R,1
970866,1774,I,1
970866,1632,I,2
970866,134,I,3
970866,5562,I,4
970866,919369,R,1
971209,170,I,1
971209,1872,I,2
971209,648249,I,3
971209,760989,I,4
971209,878638,R,1
972883,4051,I,1
972883,279720,I,2
972883,973177,I,3
972883,2057036,I,4
972883,226148,R,1
972883,1031246,R,2
974014,79273,I,1
974014,124,I,2
974014,4037686,I,3
974014,377844,I,4
974014,750,R,1
974015,255,I,1
974015,2933757,I,2
974015,597388,I,3
974015,3009232,I,4
974015,811583,R,1
974554,1426,I,1
974554,4851,I,2
974554,165101,I,3
974554,454,I,4
974554,170043,R,1
974613,553,I,1
974613,104,I,2
974613,1473,I,3
974613,304801,I,4
974613,264236,R,1
974661,1374980,I,1
974661,1612,I,2
974661,5182,I,3
974661,502073,I,4
974661,824882,R,1
975645,164,I,1
975645,545,I,2
975645,424060,I,3
975645,396812,I,4
975645,315065,R,1
976051,701,I,1
976051,146,I,2
976051,4486,I,3
976051,354198,I,4
976051,197636,R,1
976060,297858,I,1
976060,1076976,I,2
976060,411683,I,3
976060,1071413,I,4
976060,136021,R,1
976060,327273,R,2
976060,94435,R,3
976222,1425528,I,1
976222,1227814,I,2
976222,174983,I,3
976222,2187603,I,4
976222,333804,R,1
976238,245,I,1
976238,237,I,2
976238,1293,I,3
976238,593,I,4
976238,65608,R,1
976247,190,I,1
976247,437,I,2
976247,5268,I,3
976247,1773268,I,4
976247,82835,R,1
977855,915208,I,1
977855,576,I,2
977855,4156443,I,3
977855,2878323,I,4
977855,510731,R,1
978759,502425,I,1
978759,1130728,I,2
978759,1668208,I,3
978759,1574,I,4
978759,2581581,R,1
978762,1057,I,1
978762,450,I,2
978762,51509,I,3
978762,402032,I,4
978762,254178,R,1
978764,115161,I,1
978764,1227814,I,2
978764,180411,I,3
978764,540441,I,4
978764,811583,R,1
979434,510168,I,1
979434,1040365,I,2
979434,1166613,I,3
979434,222643,I,4
979434,1336172,R,1
980970,1602660,I,1
