id,naslov,dolzina,leto,ocena,metascore,glasovi,zasluzek,oznaka,opis
805184,Bhagam Bhag,157,2006,6.3,,9213,646604,,"The members of a drama troupe falls in trouble when they are framed for a murder. Things goes worst when they find their actress commits suicide, which is somehow linked with the murder."
805526,Facing the Giants,111,2006,6.6,38,14740,10178331,PG,A losing coach with an underdog football team faces their giants of fear and failure on and off the field to surprising results.
805564,Lars ima punco,106,2007,7.3,70,132475,5972884,PG-13,A delusional young man strikes up an unconventional relationship with a doll he finds on the Internet.
805570,The Midnight Meat Train,98,2008,6.1,58,56201,83361,R,"A photographer's obsessive pursuit of dark subject matter leads him into the path of a serial killer who stalks late night commuters, ultimately butchering them in the most gruesome ways imaginable."
806027,Blood: The Last Vampire,91,2009,5.3,28,14095,257412,R,"A vampire named Saya, who is part of covert government agency that hunts and destroys demons in a post-WWII Japan, is inserted in a military school to discover which one of her classmates is a demon in disguise."
806088,Heyy Babyy,144,2007,5.9,,11905,1207620,,Three bachelors who are compulsive womanizers find their lives turned upside down when a baby is left at their doorstep. The trio suspect each other of being the father.
806147,Extreme Movie,86,2008,3.7,,10429,,R,A sketch comedy movie about the joys and embarrassments of teen sex. But mostly the embarrassments.
806165,Vajenka,102,2008,6.3,,8587,,PG-13,"An American woman is stranded in Tokyo after breaking up with her boyfriend. Searching for direction in life, she trains to be a râmen chef under a tyrannical Japanese master."
806203,Carriers,84,2009,6.0,,40156,90820,PG-13,Four friends fleeing a viral pandemic soon learn they are more dangerous than any virus.
807758,Partner,155,2007,5.7,,10202,1062840,,"A 'Love Guru' assists other males, woos a widowed single mother, but becomes embroiled in controversies."
808151,Angels & Demons,138,2009,6.7,48,256166,133375846,PG-13,Harvard symbologist Robert Langdon works with a nuclear physicist to solve a murder and prevent a terrorist act against the Vatican during one of the significant events within the church.
808185,Den brysomme mannen,95,2006,7.3,,15478,,,In a strange city where every person seems content beyond reason a new man arrives in town and stirs up trouble by asking too many questions.
808240,Dünyayi Kurtaran Adam'in Oglu,110,2006,1.7,,15223,,,A family of Turks try to adapt to life in a new solar system.
808244,Pokvarjenka,97,2008,6.7,58,19195,2656324,PG-13,"A young Englishman marries a glamorous American. When he brings her home to meet the parents, she arrives like a blast from the future - blowing their entrenched British stuffiness out the window."
808276,Fritt vilt,97,2006,6.3,,16163,,,"5 young Norwegians head up to the mountains to snowboard. One breaks his leg and it's getting dark soon, so they spend the night in a big, abandoned hotel, closed 30 years ago. They are not alone."
808279,Krute igre,111,2007,6.5,44,84727,1294640,R,Two psychopathic young men take a family hostage in their cabin.
808331,Joshua,106,2007,5.9,69,11459,478492,R,"The arrival of a newborn girl causes the gradual disintegration of the Cairn family; particularly for 9-year-old Joshua (Kogan), an eccentric boy whose proper upbringing and refined tastes both take a sinister turn."
808339,Largo Winch,108,2008,6.5,40,12848,7621,,"After a powerful billionaire is murdered, his secret adoptive son must race to prove his legitimacy, find his father's killers and stop them from taking over his financial empire."
808357,"Se, jie",157,2007,7.5,61,35005,4602512,NC-17,"During World War II era, a young woman, Wang Jiazhi, gets swept up in a dangerous game of emotional intrigue with a powerful political figure, Mr. Yee."
808399,"New York, ljubezen moja",103,2008,6.3,49,43376,1585859,R,"Eleven love stories set in one of the most loved and hated cities of the world, New York City."
808417,Persepolis,96,2007,8.0,90,82993,4445756,PG-13,A precocious and outspoken Iranian girl grows up during the Islamic Revolution.
808506,Toki o kakeru shôjo,98,2006,7.8,,53908,,,"A high-school girl named Makoto acquires the power to travel back in time, and decides to use it for her own personal benefits. Little does she know that she is affecting the lives of others just as much as she is her own."
808510,Zobna vila,101,2010,5.0,36,38723,60022256,PG,A bad deed on the part of a tough minor-league hockey player results in an unusual sentence: He must serve one week as a real-life tooth fairy.
809504,Nakljucni moz,90,2008,5.6,14,22179,,PG-13,"When talk radio host Emma Lloyd advises one of her listeners to break up with her boyfriend, the jilted ex sets about getting his revenge."
810784,Bright Star,119,2009,6.9,81,24186,4444637,PG,The three-year romance between 19th-century poet John Keats and Fanny Brawne near the end of his life.
810819,Dansko dekle,119,2015,7.1,66,149517,12706393,R,A fictitious love story loosely inspired by the lives of Danish artists Lili Elbe and Gerda Wegener. Lili and Gerda's marriage and work evolve as they navigate Lili's groundbreaking journey as a transgender pioneer.
810823,The Deaths of Ian Stone,87,2007,5.6,,12274,,R,"Deaths tells the story of an all-American guy who is murdered each day by horrifying pursuers, only to wake up in slightly different lives to experience the terror of being murdered again."
810827,Death Note: The Last Name,141,2006,7.2,,14692,,,"Picking up where the first one leaves off, Light joins the task force searching for Kira in an effort to avert suspicion from himself---and get rid of L."
810913,Jack in Jill,91,2011,3.3,23,72616,74158157,PG,"Family guy Jack Sadelstein prepares for the annual event he dreads: the Thanksgiving visit of his fraternal twin sister, the needy and passive-aggressive Jill, who then refuses to leave."
810922,Odpelji me domov nocoj,97,2011,6.3,42,49121,6923891,R,"Four years after graduation, an awkward high school genius uses his sister's boyfriend's Labor Day party as the perfect opportunity to make his move on his high school crush."
810988,Devetice,100,2007,6.3,52,31686,62745,R,"A troubled actor, a television show runner, and an acclaimed videogame designer find their lives intertwining in mysterious and unsettling ways."
811066,Shootout at Lokhandwala,122,2007,7.1,,8735,289232,,"An account of the gangster Mahindra Dolas and his gang, which terrorized Mumbai City, and a massive war between Mumbai Police and gangs during 16 November 1991."
811080,Speed Racer,135,2008,6.0,37,65830,43945766,PG,"A young driver, Speed Racer, aspires to be champion of the racing world with the help of his family and his high-tech Mach 5 automobile."
811106,The Ten,96,2007,5.0,50,16020,766487,R,"Ten stories, each inspired by one of the ten commandments."
811138,Ljubezenski guru,87,2008,3.8,24,48279,32235793,PG-13,"Pitka, an American raised outside of his country by gurus, returns to the States in order to break into the self-help business. His first challenge is to settle the romantic troubles and subsequent professional skid of a star hockey player whose wife left him for a rival athlete."
812243,Ex Drummer,90,2007,7.0,36,9205,,,Three handicapped losers who form a band ask famous writer Dries to be their drummer. He joins the band and starts manipulating them.
813547,Die Fälscher,99,2007,7.6,78,41258,5484715,R,"The story of the Operation Bernhard, the largest counterfeiting operation in history, carried out by Germany during WWII."
814022,Nevarnost v Bangkoku,99,2008,5.4,24,53319,15279680,R,A hitman who's in Bangkok to pull off a series of jobs violates his personal code when he falls for a local woman and bonds with his errand boy.
814255,Percy Jackson in olimpijci - kradljivec strele,118,2010,5.9,47,167107,88761720,PG,A teenager discovers he's the descendant of a Greek god and sets out on an adventure to settle an on-going battle between the gods.
814314,Sedem dus,123,2008,7.6,36,271479,69951824,PG-13,A man with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.
814335,Ocim,101,2009,5.6,33,28521,29062561,PG-13,"Michael Harding (Penn Badgely) returns home from military school to find his mother Susan (Sela Ward) happily in love and living with her new boyfriend David (Dylan Walsh). As the two men get to know each other, he becomes more and more suspicious of the man who is always there with a helpful hand."
814685,Frontière(s),108,2007,6.2,44,23687,,,"A gang of young thieves flee Paris during the violent aftermath of a political election, only to hole up at an Inn run by neo-Nazis."
815178,Zivljenje v hipu,90,2007,6.4,38,13186,303439,R,A woman's survivor's guilt from a Columbine-like event twenty years ago causes her present-day idyllic life to fall apart.
815236,Predobra zame,104,2010,6.4,46,118575,31584722,R,"An average Joe meets the perfect woman, but his lack of confidence and the influence of his friends and family begin to pick away at the relationship."
815244,Divjakinja,108,2007,6.2,45,44027,11892415,PG-13,A modern retelling of Snow White set against students in their freshman year of college in the greek system.
815245,The Uninvited,87,2009,6.3,43,72313,28573173,PG-13,"Anna returns home after a stint in a mental hospital, but her recovery is jeopardized by her cruel stepmother and ghastly visions of her dead mother."
816258,Pokiri,164,2006,7.9,,11432,,,"A local goon's killer instincts earn himself his girlfriend's disapproval, a corrupt cop's enmity and a wanted don's attention."
816436,Black Water,90,2007,5.9,,12175,,R,A terrifying tale of survival in the mangrove swamps of Northern Australia
816442,The Book Thief,131,2013,7.6,53,120366,21488481,PG-13,"While subjected to the horrors of World War II Germany, young Liesel finds solace by stealing books and sharing them with others. In the basement of her home, a Jewish refugee is being protected by her adoptive parents."
816462,Conan the Barbarian,113,2011,5.2,36,91494,21295021,R,A vengeful barbarian warrior sets off to get his revenge on the evil warlord who attacked his village and murdered his father when he was a boy.
816556,Lake Mungo,87,2008,6.2,,13719,,R,Strange things start happening after a girl is found drowned in a lake.
816692,Medzvezdje,169,2014,8.6,74,1330533,188020017,PG-13,A team of explorers travel through a wormhole in space in an attempt to ensure humanity's survival.
816711,Svetovna vojna Z,116,2013,7.0,63,561380,202359711,PG-13,"Former United Nations employee Gerry Lane traverses the world in a race against time to stop the Zombie pandemic that is toppling armies and governments, and threatening to destroy humanity itself."
817177,Pot do ljubezni,90,2010,7.7,45,75948,1752214,PG,Two eighth-graders start to have feelings for each other despite being total opposites.
817230,Valentinovo,125,2010,5.7,34,108088,110485654,PG-13,Intertwining couples and singles in Los Angeles break-up and make-up based on the pressures and expectations of Valentine's Day.
817538,Drillbit Taylor,110,2008,5.7,41,55703,32853640,PG-13,Three kids hire a low-budget bodyguard to protect them from the playground bully.
818165,The Alphabet Killer,98,2008,5.2,,7574,29784,R,"Based on the true story of the double initial killings in Rochester, NY."
819714,Na robu ljubezni,110,2008,6.3,39,15523,28635,R,"Two feisty, free-spirited women are connected by the brilliant, charismatic poet who loves them both."
819755,Babysitter Wanted,93,2008,5.4,,6921,,R,"In a small college town, a young girl working on a babysitting job in a rural farm is terrorized throughout the night."
821442,Biyeolhan geori,141,2006,7.4,,7240,,,A small time thug collecting debts for the local triad is torn between his criminal aspirations and his devotion to family.
821640,Vse moje bivse,100,2009,5.8,34,78688,55250026,PG-13,"While attending his brother's wedding, a serial womanizer is haunted by the ghosts of his past girlfriends."
821642,Solist,117,2009,6.7,61,49309,31670931,PG-13,A newspaper journalist discovers a homeless musical genius and tries to improve his situation.
822832,Marley in jaz,115,2008,7.1,53,138091,143153751,PG,"A family learns important life lessons from their adorable, but naughty and neurotic dog."
822847,Duhovnik,87,2011,5.7,41,109414,29136626,PG-13,A priest disobeys church law to track down the vampires who kidnapped his niece.
822854,Strelec,124,2007,7.2,53,294830,47003582,R,"A marksman living in exile is coaxed back into action after learning of a plot to kill the President. Ultimately double-crossed and framed for the attempt, he goes on the run to find the real killer and the reason he was set up."
824747,Zamenjan,141,2008,7.7,63,225049,35739802,R,A grief-stricken mother takes on the LAPD to her own detriment when it tries to pass off an obvious impostor as her missing child.
824758,Poslednja postaja,112,2009,7.0,76,17089,6616974,R,A historical drama that illustrates Russian author Leo Tolstoy's struggle to balance fame and wealth with his commitment to a life devoid of material things.
825232,Preden se stegneva,97,2007,7.4,42,216788,93466502,PG-13,Two terminally ill men escape from a cancer ward and head off on a road trip with a wish list of to-dos before they die.
825236,Sukkar banat,95,2007,7.1,70,11842,1060591,PG,A romantic comedy centered on the daily lives of five Lebanese women living in Beirut.
826631,Sinav,120,2006,6.5,,8071,,,Five high school students plans to steal University Entrance Exam booklets.
827503,Hokkabaz,122,2006,7.4,,26815,,,"Failed magician Iskender decides to do a tour to save his career, but has to bring his grumpy and senile father along. The tour is quite unexpectedly interrupted when a bride actually disappears from the stage."
827517,Reprise,105,2006,7.4,79,8828,548811,R,"Two competitive friends, fueled by literary aspirations and youthful exuberance, endure the pangs of love, depression and burgeoning careers."
829150,Drakula: Skrita zgodba,92,2014,6.3,40,166867,56280355,PG-13,"As his kingdom is being threatened by the Turks, young prince Vlad Tepes must become a monster feared by his own people in order to obtain the power needed to protect his own family, and the families of his kingdom."
829176,Gallowwalkers,90,2012,3.6,,6838,,R,A cursed gunman (Snipes) whose victims come back from the dead recruits a young warrior to help in the fight against a gang of zombies.
829297,Ljubezen in sendvici,102,2007,7.4,,11407,,R,"An artist gets a job at a beachside sandwich shop, where she hangs out with a techie, a flirt, a rocker, a hippie, and a Wiccan."
829459,Mogocno srce,108,2007,6.6,74,25931,9176787,R,"Mariane Pearl embarks on a frantic search to locate her journalist husband, Daniel, when he goes missing in Pakistan."
829482,Superzur,113,2007,7.6,76,490031,121463226,R,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.
830515,Kvantum sočutja,106,2008,6.6,58,381345,168368427,PG-13,James Bond descends into mystery as he tries to stop a mysterious organization from eliminating a country's most valuable resource.
830558,The Girl Next Door,91,2007,6.6,29,21782,,R,"Based on the Jack Ketchum novel of the same name, The Girl Next Door follows the unspeakable torture and abuses committed on a teenage girl in the care of her aunt...and the boys who witness and fail to report the crime."
830570,I Can't Think Straight,82,2008,6.5,,7248,39373,PG-13,A young woman engaged to be married finds her life changed forever when she meets her best friend's girlfriend.
830861,Kis Vuk,85,2008,2.0,,8333,,,"Little Jack is a young fox living happily with his family in the woods, but everything changes when his father is captured by a circus troupe in order to be part of their show. The rest of ..."
831387,Godzilla,123,2014,6.4,62,357819,200676069,PG-13,"The world is beset by the appearance of monstrous creatures, but one of them may be the only one who can save humanity."
831884,Reservation Road,102,2007,6.7,46,21066,121994,R,The lives of two families change forever after a fatal tragedy takes place on Reservation Road.
831887,The Spirit,103,2008,4.8,30,58001,19781879,PG-13,"Rookie cop Denny Colt returns from the beyond as The Spirit, a hero whose mission is to fight against the bad forces in Central City."
831888,Tekkon kinkurîto,111,2006,7.6,65,11675,,R,2 boys defend Treasure Town. Yakuza try to take over and clear it for new development.
832266,Katera je prava,112,2008,7.1,59,147691,31973840,PG-13,A political consultant tries to explain his impending divorce and past relationships to his 11-year-old daughter.
834001,Underworld: Rise of the Lycans,92,2009,6.6,44,143720,45802315,R,"An origins story centered on the centuries-old feud between the race of aristocratic vampires and their onetime slaves, the Lycans."
835418,The Babymakers,95,2012,5.0,30,8188,5215,R,"After failing to get his wife pregnant, a guy (Schneider) recruits his pals to steal the deposit he left at a sperm bank years ago."
837106,Arn: Tempelriddaren,139,2007,6.6,,20262,,,"Arn, the son of a high-ranking Swedish nobleman is educated in a monastery and sent to the Holy Land as a knight templar to do penance for a forbidden love."
837562,Hotel Transilvanija,91,2012,7.1,47,207571,148313048,PG,"Dracula, who operates a high-end resort away from the human world, goes into overprotective mode when a boy discovers the resort and falls for the count's teenaged daughter."
837563,Pet Sematary,101,2019,5.8,57,57533,54724696,R,"Dr. Louis Creed and his wife, Rachel, relocate from Boston to rural Maine with their two young children. The couple soon discover a mysterious burial ground hidden deep in the woods near their new home."
838221,Darjeeling Limited,91,2007,7.2,67,167529,11902715,R,"A year after their father's funeral, three brothers travel across India by train in an attempt to bond with each other."
838232,The Pink Panther 2,92,2009,5.6,36,39864,35922978,PG,Insp. Jacques Clouseau teams up with a squad of International detectives who are just as bumbling as he is. Their mission: Stop a globe-trotting thief who specializes in stealing historical artifacts.
838247,Po zivljenju,104,2009,5.9,36,34847,108229,R,"After a car accident, a young woman caught between life and death meets a funeral director who claims to have the gift of transitioning the dead into the afterlife."
838283,Nora brata,98,2008,6.9,51,250229,100468793,R,Two aimless middle-aged losers still living at home are forced against their will to become roommates when their parents marry.
839980,Semi-Pro,91,2008,5.8,47,75047,33472850,R,"Jackie Moon, the owner-coach-player of the American Basketball Association's Flint Michigan Tropics, rallies his teammates to make their NBA dreams come true."
840322,Forever Strong,112,2008,7.2,37,9868,630649,PG-13,A rugby player is put up in a juvenile detention center. There he plays for the Highland Rugby team and ultimately plays against his father in the National Championships.
840361,Mesto,125,2010,7.5,74,326730,92186262,R,"As he plans his next job, a longtime thief tries to balance his feelings for a bank manager connected to one of his earlier heists, as well as the F.B.I. Agent looking to bring him and his crew down."
841044,2 Days in Paris,96,2007,6.8,67,29212,4432981,,"Marion and Jack try to rekindle their relationship with a visit to Paris, home of Marion's parents -- and several of her ex-boyfriends."
841046,Walk Hard: The Dewey Cox Story,96,2007,6.8,63,63291,18317151,R,Singer Dewey Cox overcomes adversity to become a musical legend.
842926,Otroci so super,106,2010,7.0,86,121401,20811365,R,Two children conceived by artificial insemination bring their biological father into their non-traditional family life.
842929,Paranoid Park,85,2007,6.7,83,27879,486021,R,A teenage skateboarder's life begins to fray after he is involved in the accidental death of a security guard.
843326,Bommarillu,170,2006,8.2,,7540,650000,,A young man realizes that he has to push back against his domineering father if he wants to find true happiness and love.
844286,Brata Bloom,114,2008,6.8,55,46658,3519627,PG-13,"The Brothers Bloom are the best con men in the world, swindling millionaires with complex scenarios of lust and intrigue. Now they've decided to take on one last job - showing a beautiful and eccentric heiress the time of her life with a romantic adventure that takes them around the world."
844457,Nordwand,126,2008,7.4,67,13793,710993,,"Based on a true story, North Face is a suspenseful adventure film about a competition to climb the most dangerous rock face in the Alps. Set in 1936, as Nazi propaganda urges the nation's ..."
844471,Oblacno z mesnimi kroglicami,90,2009,6.9,66,189201,124870275,PG,"A local scientist is often regarded as a failure until he invents a machine that can make food fall from the sky. But little does he know, that things are about to take a turn for the worst."
844479,The Collector,90,2009,6.4,29,53604,7706394,R,"Desperate to repay his debt to his ex-wife, an ex-con plots a heist at his new employer's country home, unaware that a second criminal has also targeted the property, and rigged it with a series of deadly traps."
844671,College,94,2008,4.6,15,11783,4693919,R,A wild weekend is in store for three high school seniors who visit a local college campus as prospective freshmen.
844708,Zadnja hisa na levi,110,2009,6.5,42,80322,32752215,R,"After kidnapping and brutally assaulting two young women, a gang unknowingly finds refuge at a vacation home belonging to the parents of one of the victims: a mother and father who devise an increasingly gruesome series of revenge tactics."
844993,Hoodwinked Too! Hood vs. Evil,86,2011,4.7,20,11452,10143779,PG,"Red Riding Hood is training in the group of Sister Hoods, when she and the Wolf are called to examine the sudden mysterious disappearance of Hansel and Gretel."
845046,Son of Rambow,96,2007,7.0,66,29830,1784769,PG-13,"During a long English summer in the early 1980s, two schoolboys from differing backgrounds set out to make a film inspired by Rambo (1982)."
845439,Chaharshanbe-soori,102,2006,7.8,84,8670,,,"On the last Wednesday before the spring solstice ushers in the Persian New Year, people set off fireworks following an ancient Zoroastrian tradition. Rouhi, spending her first day at a new job, finds herself in the midst of a different kind of fireworks -- a domestic dispute between her new boss and his wife."
845448,Dhamaal,136,2007,7.2,,11436,,,"Four lazy slacker conmen buddies who are jobless, homeless and broke learn about the secret of a hidden treasure from a dying thief and later embark on a race against time to find the mobster's buried treasure and claim it while being pursued by a determined police inspector who is hellbent to get the treasure all by himself."
847880,Gruz 200,89,2007,7.1,,6803,,,A young woman is taken hostage by a police officer gone mad.
848228,Maščevalci,143,2012,8.0,69,1200078,623357910,PG-13,Earth's mightiest heroes must come together and learn to fight as a team if they are going to stop the mischievous Loki and his alien army from enslaving humanity.
848537,Epic,102,2013,6.7,52,96078,107518682,PG,A teenager finds herself transported to a deep forest setting where a battle between the forces of good and the forces of evil is taking place. She bands together with a rag-tag group of characters in order to save their world -- and ours.
848557,Diary of the Dead,95,2007,5.6,66,44523,958961,R,A group of young film students run into real-life zombies while filming a horror movie of their own.
850253,Bitka v Seattlu,99,2007,6.7,54,13832,223537,R,"Activists arrive in Seattle, Washington en masse to protest a meeting of the World Trade Organization. Riots and chaos ensue as demonstrators successfully stop the WTO meetings."
851577,Ostrov,112,2006,7.9,,10238,,,"Somewhere in Northern Russia in a small Russian Orthodox monastery lives an unusual man whose bizarre conduct confuses his fellow monks, while others who visit the island believe that the man has the power to heal, exorcise demons and foretell the future."
851578,Papurika,90,2006,7.7,81,62625,881302,R,"When a machine that allows therapists to enter their patients' dreams is stolen, all Hell breaks loose. Only a young female therapist, Paprika, can stop it."
852713,Hisna zajcica,97,2008,5.5,55,75186,48237389,PG-13,"After Playboy bunny Shelley is kicked out of the playboy mansion, she finds a job as the house mother for a sorority full of socially awkward girls."
853096,Death of a President,97,2006,6.3,49,6763,519086,R,"Years after the assassination of President George W. Bush in Chicago, an investigative documentary examines that as-yet-unsolved crime."
856288,À l'intérieur,82,2007,6.8,,34916,,R,"Four months after the death of her husband, a woman on the brink of motherhood is tormented in her home by a strange woman who wants her unborn baby."
857190,The Sweeney,112,2012,6.1,48,18210,26345,R,A hardened detective in the Flying Squad of London's Metropolitan police. Based on the '70s UK TV show.
857191,Obiskovalec,104,2007,7.6,79,40382,9422422,PG-13,A college professor travels to New York City to attend a conference and finds a young couple living in his apartment.
857265,Sleuth,88,2007,6.5,49,29226,342835,R,"On his sprawling country estate, an aging writer matches wits with the struggling actor who has stolen his wife's heart."
857376,Gabriel,114,2007,5.6,,13331,,,GABRIEL tells the story of an archangel who fights to bring light back to purgatory - a place where darkness rules - and save the souls of the city's inhabitants.
858479,Pametna cloveka,95,2008,6.1,57,21965,9496882,R,Into the life of a widowed professor comes a new love and an unexpected visit from his adopted brother.
858486,Bitka za planet Terra 3D,85,2007,6.6,54,10941,1647083,PG,"A peaceful alien planet faces annihilation, as the homeless remainder of the human race sets its eyes on Terra. Mala, a rebellious Terrian teenager, will do everything she can to stop it."
859163,Mumija: grobnica zmajskega cesarja,112,2008,5.2,31,143034,102491776,PG-13,"In the Far East, Alex O'Connell, the son of famed mummy fighters Rick and Evy O'Connell, unearths the mummy of the first Emperor of Qin -- a shape-shifting entity cursed by a witch centuries ago."
859635,Super Troopers 2,99,2018,6.1,41,21152,30617396,R,"When a border dispute arises between the U.S. and Canada, the Super Troopers are tasked with establishing a Highway Patrol station in the disputed area."
860906,Evangerion shin gekijôban: Ha,112,2009,8.0,,14211,133640,,"Under constant attack by Angels, NERV introduces two new pilots: the mysterious Makinami Mari Illustrous and the intense Asuka Langley Shikinami. Parallel to the incursion, Gendo Ikari and ..."
860907,Evangerion shin gekijôban: Kyu,96,2012,7.0,,8568,174945,,"14 years have passed since the near third impact. Most of the world has changed except Shinji Ikari who awakens, unaged in a new and strange environment. Misato has formed a group that has ..."
861689,Slepota,121,2008,6.6,45,66612,3073392,R,A city is ravaged by an epidemic of instant white blindness.
861739,Tropa de Elite,115,2007,8.1,33,93237,8060,R,"1997, Captain Nascimento has to find a substitute for his occupation while trying to take down drug dealers and criminals before the Pope comes to Rio de Janeiro, Brazil."
862467,Valhalla Rising,93,2009,6.1,61,52675,17546,,"Forced for some time to be a fighting slave, a pagan warrior escapes his captors with a boy and joins a group of Crusaders on their quest to the Holy Land."
862846,Pocistimo za umorom,91,2008,6.8,61,67515,12062558,R,"In order to raise the tuition to send her young son to private school, a mom starts an unusual business -- a biohazard removal/crime scene clean-up service -- with her unreliable sister."
862856,Trick 'r Treat,82,2007,6.8,,74643,,R,"Five interwoven stories that occur on Halloween: An everyday high school principal has a secret life as a serial killer; a college virgin might have just met the guy for her; a group of teenagers pull a mean prank; a woman who loathes the night has to contend with her holiday-obsessed husband; and a mean old man meets his match with a demonic, supernatural trick-or-treater."
864761,Vojvodina,110,2008,6.9,62,73462,13823741,PG-13,"A chronicle of the life of 18th-century aristocrat Georgiana, Duchess of Devonshire, who was reviled for her extravagant political and personal life."
864835,Mr. Peabody & Sherman,92,2014,6.8,59,58100,111506430,PG,"The time-travelling adventures of an advanced canine and his adopted son, as they endeavor to fix a time rift they created."
865297,The Black Balloon,97,2008,7.3,68,8285,87944,PG-13,"All Thomas wants is a normal adolescence but his autistic brother, Charlie, thwarts his every opportunity. Will Thomas, with the help of his girlfriend, Jackie, accept his brother?"
865554,The Informers,98,2008,5.0,20,15475,300000,R,"One week in L.A. in 1983, featuring movie executives, rock stars, a vampire and other morally challenged characters in adventures laced with sex, drugs and violence."
865556,The Forbidden Kingdom,104,2008,6.6,57,97655,52075270,PG-13,"A discovery made by a kung fu obsessed American teen sends him on an adventure to China, where he joins up with a band of martial arts warriors in order to free the imprisoned Monkey King."
865559,Moja grska avantura,95,2009,5.9,34,17532,8662318,PG-13,A travel guide rediscovers her romantic side on a trip around Greece.
866437,Klub bralcev Jane Austen,106,2007,6.8,61,24962,3573870,PG-13,"Six Californians start a club to discuss the works of Jane Austen, only to find their relationships -- both old and new -- begin to resemble 21st century versions of her novels."
866439,Kako ugrabiti nevesto,101,2008,5.9,37,63893,46012734,PG-13,A guy in love with an engaged woman tries to win her over after she asks him to be her maid of honor.
869977,Naissance des pieuvres,85,2007,6.6,65,8033,77310,,"After meeting at a local pool over their summer break, a love triangle forms between three adolescent girls, which proves difficult to sustain as they each desire the love of another."
869994,Paris,130,2008,6.8,68,11227,1005168,R,"A ex-dancer has a heart problem and even with a transplant, he may still only have a few months to live. Time's spent looking at people/life in Paris from his balcony. His single mom sister moves in with her 3 kids to look after him."
870090,Cidade dos Homens,106,2007,7.2,63,14571,307076,,"Best buddies Acerola and Laranjinha, about to turn 18, discover things about their missing fathers' pasts which will shatter their solid friendship, in the middle of a war between rival drug gangs from Rio's favelas."
870111,Frost/Nixon,122,2008,7.7,80,97750,18593156,R,A dramatic retelling of the post-Watergate television interviews between British talk-show host David Frost and former president Richard Nixon.
870204,Boot Camp,99,2008,5.9,,8175,,,"A group of at-risk teens are sent to a what they think is a rehabilitation program on Fiji, but it's really a prison-like camp where kids are abused and brainwashed."
870211,Battle for Haditha,97,2007,7.0,65,6989,7098,R,"An investigation of the massacre of 24 men, women and children in Haditha, Iraq allegedly shot by 4 U.S. Marines in retaliation for the death of a U.S. Marine killed by a roadside bomb. The movie follows the story of the Marines of Kilo Company, an Iraqi family, and the insurgents who plant the roadside bomb."
870984,Antikrist,108,2009,6.6,49,108228,397070,,"A grieving couple retreat to their cabin in the woods, hoping to repair their broken hearts and troubled marriage, but nature takes its course and things go from bad to worse."
871426,Najeta mama,99,2008,6.0,55,39759,60269340,PG-13,"A successful, single businesswoman who dreams of having a baby discovers she is infertile and hires a working class woman to be her unlikely surrogate."
871510,Chak De! India,153,2007,8.2,68,67772,1113541,,Kabir Khan is the coach of the Indian Women's National Hockey Team and his dream is to make his all girls team emerge victorious against all odds.
872230,My Soul to Take,107,2010,4.8,25,18693,14637490,R,A serial killer returns to his hometown to stalk seven children who share the same birthday as the date he was allegedly put to rest.
873886,Red State,88,2011,6.2,50,59728,1104682,R,"Set in Middle America, a group of teens receive an online invitation for sex, though they soon encounter fundamentalists with a much more sinister agenda."
875034,Devet,118,2009,5.8,49,41061,24000000,PG-13,"Famous film director Guido Contini struggles to find harmony in his professional and personal lives, as he engages in dramatic relationships with his wife, his mistress, his muse, his agent, and his mother."
875113,99 francs,100,2007,7.3,,17877,,,"The life of Octave Parango, a flamboyant ad designer, filled with success, satire, misery and love."
875595,Kader,103,2006,7.9,,10225,,,"Bekir loves Ugur, who loves Zagor, who loves to commit crimes."
876563,Gake no ue no Ponyo,101,2008,7.7,86,109269,15090400,,"A five-year-old boy develops a relationship with Ponyo, a young goldfish princess who longs to become a human after falling in love with him."
878695,Murder Party,79,2007,5.9,,8991,,,"A random invitation to a Halloween party leads a man into the hands of a rogue collective intent on murdering him for the sake of their art, sparking a bloodbath of mishap, mayhem and hilarity."
878804,Zgodba o prvaku,129,2009,7.6,53,271278,255959475,PG-13,"The story of Michael Oher, a homeless and traumatized boy who became an All American football player and first round NFL draft pick with the help of a caring woman and her family."
878835,Vbogajme,87,2010,6.6,78,10689,4033268,R,"In New York City, a husband and wife butt heads with the granddaughters of the elderly woman who lives in the apartment the couple owns."
879843,Katyn,122,2007,7.0,81,14557,118095,,An examination of the Soviet slaughter of thousands of Polish officers and citizens in the Katyn forest in 1940.
879870,"Jej, moli, ljubi",133,2010,5.8,50,79277,80574010,PG-13,"A married woman realizes how unhappy her marriage really is, and that her life needs to go in a different direction. After a painful divorce, she takes off on a round-the-world journey to ""find herself""."
880502,Auf der anderen Seite,122,2007,7.8,85,29110,741283,,A Turkish man travels to Istanbul to find the daughter of his father's former girlfriend.
880578,Untraceable,101,2008,6.2,32,45523,28687835,R,"FBI agent Jennifer Marsh is tasked with hunting down a seemingly untraceable serial killer who posts live videos of his victims on the Internet. As time runs out, the cat and mouse chase becomes more personal."
881320,Sanctum,108,2011,5.9,42,51585,23070045,R,An underwater cave diving team experiences a life-threatening crisis during an expedition to the unexplored and least accessible cave system in the world.
