id,naslov,dolzina,leto,ocena,opis
0088323,The NeverEnding Story,102,1984,7.4,A troubled boy dives into a wondrous fantasy world through the pages of a mysterious book.
2177771,Varuhi zapuščine,118,2014,6.1,An unlikely World War II platoon is tasked to rescue art masterpieces from Nazi thieves and return them to their owners.
4555426,Najtemnejša ura,125,2017,7.4,"In May 1940, the fate of Western Europe hangs on British Prime Minister"
2554274,Skrlatni vrh,119,2015,6.5,"In the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. Trying to escape the ghosts of her past, she is swept away to a house that breathes, bleeds - and remembers."
0384793,Student naj bo,93,2006,6.5,"A high school slacker who's rejected by every school he applies to opts to create his own institution of higher learning, the South Harmon Institute of Technology, on a rundown piece of property near his hometown."
0433362,Boj za kri,98,2009,6.5,"In the year 2019, a plague has transformed almost every human into vampires. Faced with a dwindling blood supply, the fractured dominant race plots their survival; meanwhile, a researcher works with a covert band of vamps on a way to save humankind."
0046250,Rimske pocitnice,118,1953,8.1,A bored and sheltered princess escapes her guardians and falls in love with an American newsman in Rome.
0116922,Izgubljena cesta,134,1997,7.6,"After a bizarre encounter at a party, a jazz saxophonist is framed for the murder of his wife and sent to prison, where he inexplicably morphs into a young mechanic and begins leading a new life."
2096672,Butec in butec DA,109,2014,5.6,"20 years since their first adventure, Lloyd and Harry go on a road trip to find Harry's newly discovered daughter, who was given up for adoption."
0381707,White Chicks,109,2004,5.5,Two disgraced FBI agents go way undercover in an effort to protect hotel heiresses the Wilson Sisters from a kidnapping plot.
0379725,Capote,114,2005,7.4,"In 1959,"
0274558,Ure do vecnosti,110,2002,7.6,"The story of how the novel ""Mrs. Dalloway"" affects three generations of women, all of whom, in one way or another, have had to deal with suicide in their lives."
0125664,Mož z Lune,118,1999,7.4,"The life and career of a legendary comedian,"
0079417,Kramer proti Kramerju,105,1979,7.8,"Ted Kramer's wife leaves him, allowing for a lost bond to be rediscovered between Ted and his son, Billy. But a heated custody battle ensues over the divorced couple's son, deepening the wounds left by the separation."
1298649,Straza,102,2012,5.7,Four men who form a neighborhood watch group as a way to get out of their day-to-day family routines find themselves defending the Earth from an alien invasion.
1616195,J. Edgar,137,2011,6.6,"J. Edgar Hoover, powerful head of the F.B.I. for nearly 50 years, looks back on his professional and personal life."
0134273,8MM,123,1999,6.5,"A private investigator is hired to discover if a ""snuff film"" is authentic or not."
3322940,Annabelle,99,2014,5.4,A couple begins to experience terrifying supernatural occurrences involving a vintage doll shortly after their home is invaded by satanic cultists.
5580036,"Jaz, Tonya",120,2017,7.5,Competitive ice skater
0452594,Greva narazen,106,2006,5.8,"In a bid to keep their luxurious condo from their significant other, a couple's break-up proceeds to get uglier and nastier by the moment."
1615065,Savages,131,2012,6.5,Pot growers Ben and Chon face off against the Mexican drug cartel who kidnapped their shared girlfriend.
3416742,Kaj počnemo v mraku,86,2014,7.6,"Viago, Deacon and Vladislav are vampires who are finding that modern life has them struggling with the mundane - like paying rent, keeping up with the chore wheel, trying to get into nightclubs and overcoming flatmate conflicts."
0815236,Predobra zame,104,2010,6.4,"An average Joe meets the perfect woman, but his lack of confidence and the influence of his friends and family begin to pick away at the relationship."
0093822,Raising Arizona,94,1987,7.4,"When a childless couple of an ex-con and an ex-cop decide to help themselves to one of another family's quintuplets, their lives become more complicated than they anticipated."
0093105,"Good Morning, Vietnam",121,1987,7.3,"In 1965, an unorthodox and irreverent DJ named"
2446980,Joy,124,2015,6.6,"Joy is the story of the title character, who rose to become founder and matriarch of a powerful family business dynasty."
0106489,A Bronx Tale,121,1993,7.8,A father becomes worried when a local gangster befriends his son in the Bronx in the 1960s.
0149261,Deep Blue Sea,105,1999,5.8,"Searching for a cure to Alzheimer's disease, a group of scientists on an isolated research facility become the prey, as a trio of intelligent sharks fight back."
0373074,Kung fu,99,2004,7.8,"In Shanghai, China in the 1940s, a wannabe gangster aspires to join the notorious ""Axe Gang"" while residents of a housing complex exhibit extraordinary powers in defending their turf."
0164052,Hollow Man,112,2000,5.7,"When the leader of a team of scientists volunteers to be the test subject for their experiment in human invisibility, he slowly unravels and turns against them, with horrific consequences."
0119738,Moj bivsi se poroci,105,1997,6.3,"When a woman's long-time friend reveals he's engaged, she realizes she loves him herself and sets out to get him, with only days before the wedding."
0120789,Pleasantville,124,1998,7.5,"Two 1990s teenage siblings find themselves in a 1950s sitcom, where their influence begins to profoundly change that complacent world."
3393786,Jack Reacher: nikoli se ne vrni,118,2016,6.1,"Jack Reacher must uncover the truth behind a major government conspiracy in order to clear his name. On the run as a fugitive from the law, Reacher uncovers a potential secret from his past that could change his life forever."
3316960,Se vedno Alice,101,2014,7.5,A linguistics professor and her family find their bonds tested when she is diagnosed with Alzheimer's Disease.
0034492,Bambi,70,1942,7.3,The story of a young deer growing up in the forest.
0251160,John Q,116,2002,7.1,John Quincy Archibald takes a hospital emergency room hostage when his insurance won't cover his son's heart transplant.
0480687,Teden brez pravil,105,2011,5.9,"Rick and Fred, two husbands who are having difficulty in their marriages, are given a Hall Pass by their wives: for one week, they can do whatever they want."
0455824,Avstralija,165,2008,6.6,"Set in northern Australia before World War II, an English aristocrat who inherits a sprawling ranch reluctantly pacts with a stock-man in order to protect her new property from a takeover plot. As the pair drive 2,000 head of cattle over unforgiving landscape, they experience the bombing of Darwin, Australia, by Japanese forces firsthand."
0071230,Vroca sedla,93,1974,7.8,"In order to ruin a western town, a corrupt politician appoints a black Sheriff, who promptly becomes his most formidable adversary."
0312004,Wallace in Gromit: Prekletstvo Strahouhca,85,2005,7.5,"Wallace and his loyal dog, Gromit, set out to discover the mystery behind the garden sabotage that plagues their village and threatens the annual giant vegetable growing contest."
0247638,Princeskin dnevnik,111,2001,6.3,"Mia Thermopolis has just found out that she is the heir apparent to the throne of Genovia. With her friends Lilly and Michael Moscovitz in tow, she tries to navigate through the rest of her sixteenth year."
0259446,Moja obilna grska poroka,95,2002,6.6,A young Greek woman falls in love with a non-Greek and struggles to get her family to accept him while she comes to terms with her heritage and cultural identity.
0043274,Alice in Wonderland,75,1951,7.4,Alice stumbles into the world of Wonderland. Will she get home? Not if the Queen of Hearts has her way.
0040746,Vrv,80,1948,8.0,"Two young men strangle their ""inferior"" classmate, hide his body in their apartment, and invite his friends and family to a dinner party as a means to challenge the ""perfection"" of their crime."
0322330,Odstekani petek,97,2003,6.2,"An overworked mother and her daughter do not get along. When they switch bodies, each is forced to adapt to the other's life for one freaky Friday."
0268695,Casovni stroj,96,2002,5.9,"Hoping to alter the events of the past, a 19th century inventor instead travels 800,000 years into the future, where he finds humankind divided into two warring races."
1205537,Agent Ryan,105,2014,6.2,"Jack Ryan, as a young covert CIA analyst, uncovers a Russian plot to crash the U.S. economy with a terrorist attack."
2381111,Brooklyn,117,2015,7.5,"An Irish immigrant lands in 1950s Brooklyn, where she quickly falls into a romance with a local. When her past catches up with her, however, she must choose between two countries and the lives that exist within."
0097441,Bitka za slavo,122,1989,7.9,"Robert Gould Shaw leads the U.S. Civil War's first all-black volunteer company, fighting prejudices from both his own Union Army, and the Confederates."
0227445,Obracun,124,2001,6.8,An aging thief hopes to retire and live off his ill-gotten wealth when a young kid convinces him into doing one last heist.
2024432,Tatica identitete,111,2013,5.7,Mild mannered businessman Sandy Patterson travels from Denver to Florida to confront the deceptively harmless looking woman who has been living it up after stealing Sandy's identity.
0044079,Neznanec iz Nord expressa,101,1951,8.0,A psychotic socialite attempts to force a professional tennis star to prove a theory that two complete strangers can get away with murder.
0918927,Dvom,104,2008,7.5,A Catholic school principal questions a priest's ambiguous relationship with a troubled young student.
0134084,Krik 3,116,2000,5.5,"While Sidney and her friends visit the Hollywood set of Stab 3, the third film based on the Woodsboro murders, a new Ghostface begins to terrorize them once again."
0431197,Kraljestvo,110,2007,7.0,A team of U.S. government agents are sent to investigate the bombing of an American facility in the Middle East.
0251075,Evolution,101,2001,6.1,"A fire-fighting cadet, two college professors, and a geeky but sexy government scientist work against an alien organism that has been rapidly evolving since its arrival on Earth inside a meteor."
0249462,Billy Elliot,110,2000,7.7,A talented young boy becomes torn between his unexpected love of dance and the disintegration of his family.
0113568,Kôkaku Kidôtai,83,1995,8.0,A cyborg policewoman and her partner hunt a mysterious and powerful hacker called the Puppet Master.
0101272,Pri Addamsovih,99,1991,6.9,Con artists plan to fleece an eccentric family using an accomplice who claims to be their long-lost uncle.
0164912,Stuart Little,84,1999,5.9,"The Little family adopt a charming young mouse named Stuart, but the family cat wants rid of him."
0305357,Charlie's Angels: Full Throttle,106,2003,4.9,The Angels investigate a series of murders which occur after the theft of a witness protection profile database.
0054331,Spartacus,197,1960,7.9,The slave Spartacus leads a violent revolt against the decadent Roman Republic.
1862079,Varnost ni zagotovljena,86,2012,7.0,Three magazine employees head out on an assignment to interview a guy who placed a classified advertisement seeking a companion for time travel.
0091203,Highlander - Borba nesmrtnikov,116,1986,7.2,"An immortal Scottish swordsman must confront the last of his immortal opponent, a murderously brutal barbarian who lusts for the fabled ""Prize""."
0032910,Pinocchio,88,1940,7.5,"A living puppet, with the help of a cricket as his conscience, must prove himself worthy to become a real boy."
0108358,Tombstone,130,1993,7.8,"A successful lawman's plans to retire anonymously in Tombstone, Arizona, are disrupted by the kind of outlaws he was famous for eliminating."
3774114,Snowden,134,2016,7.3,"The NSA's illegal surveillance techniques are leaked to the public by one of the agency's employees,"
0427327,Lak za lase,117,2007,6.7,Pleasantly plump teenager Tracy Turnblad teaches 1962 Baltimore a thing or two about integration after landing a spot on a local TV dance show.
0418689,Zastave naših očetov,135,2006,7.1,"The life stories of the six men who raised the flag at the Battle of Iwo Jima, a turning point in World War II."
5311514,Kimi no na wa.,106,2016,8.4,"Two strangers find themselves linked in a bizarre way. When a connection forms, will distance be the only thing to keep them apart?"
0100507,Rocky V,104,1990,5.2,"Reluctantly retired from boxing, and back from riches to rags, Rocky takes on a new protege who betrays him, as the champ's son must adjust to his family's new life after bankruptcy."
1524137,Tihotapci,109,2012,6.5,"To protect his brother-in-law from a drug lord, a former smuggler heads to Panama to score millions of dollars in counterfeit bills."
1055292,"Življenje, kot ga poznaš",114,2010,6.6,Two single adults become caregivers to an orphaned girl when their mutual best friends die in an accident.
0338564,Notranje vražje zadeve,101,2002,8.1,"A story between a mole in the police department and an undercover cop. Their objectives are the same: to find out who is the mole, and who is the cop."
0091369,Labyrinth,101,1986,7.4,A 16-year-old girl is given 13 hours to solve a labyrinth and rescue her baby brother when her wish for him to be taken away is granted by the Goblin King.
1038919,Lovec na glave,110,2010,5.6,"A bounty hunter learns that his next target is his ex-wife, a reporter working on a murder cover-up. Soon after their reunion, the always-at-odds duo find themselves on a run-for-their-lives adventure."
0120102,Sedem let v Tibetu,136,1997,7.0,"True story of Heinrich Harrer, an Austrian mountain climber who became friends with the Dalai Lama at the time of China's takeover of Tibet."
0120657,The 13th Warrior,102,1999,6.6,"A man, having fallen in love with the wrong woman, is sent by the sultan himself on a diplomatic mission to a distant land as an ambassador. Stopping at a Viking village port to restock on supplies, he finds himself unwittingly embroiled in a quest to banish a mysterious threat in a distant Viking land."
0117438,Odkupnina,121,1996,6.6,"When a multimillionaire man's son is kidnapped, he cooperates with the police at first but then turns the tables on the kidnappers when he uses the ransom money as a reward for the capture of the kidnappers."
1692486,Masaker,80,2011,7.2,"Two pairs of parents hold a cordial meeting after their sons are involved in a fight, though as their time together progresses, increasingly childish behavior throws the discussion into chaos."
0184894,Opoldanski obracun,110,2000,6.6,"A Chinese man travels to the Wild West to rescue a kidnapped Princess. After teaming up with a train robber, the unlikely duo takes on a Chinese traitor and his corrupt boss."
0216216,The 6th Day,123,2000,5.9,Futuristic action about a man who meets a clone of himself and stumbles into a grand conspiracy about clones taking over the world.
0090728,Big Trouble in Little China,99,1986,7.3,A rough-and-tumble trucker helps rescue his friend's fiance from an ancient sorcerer in a supernatural battle beneath Chinatown.
0070511,Metulj,151,1973,8.0,"A man befriends a fellow criminal as the two of them begin serving their sentence on a dreadful prison island, which inspires the man to plot his escape."
0404032,The Exorcism of Emily Rose,119,2005,6.7,A lawyer takes on a negligent homicide case involving a priest who performed an exorcism on a young girl.
0355295,Skrivnost bratov Grimm,118,2005,5.9,Will and Jake Grimm are traveling con-artists who encounter a genuine fairy-tale curse which requires true courage instead of their usual bogus exorcisms.
0905372,The Thing,103,2011,6.2,"At an Antarctica research site, the discovery of an alien craft leads to a confrontation between graduate student Kate Lloyd and scientist Dr. Sander Halvorson."
0101507,Boyz n the Hood,112,1991,7.8,"Follows the lives of three young males living in the Crenshaw ghetto of Los Angeles, dissecting questions of race, relationships, violence and future prospects."
0087182,Dune,137,1984,6.6,A Duke's son leads desert warriors against the galactic emperor and his father's evil nemesis when they assassinate his father and free their desert world from the emperor's rule.
2582496,Me and Earl and the Dying Girl,105,2015,7.8,"High schooler Greg, who spends most of his time making parodies of classic movies with his co-worker Earl, finds his outlook forever altered after befriending a classmate who has just been diagnosed with cancer."
0480025,To je Anglija,101,2006,7.7,"A young boy becomes friends with a gang of skinheads. Friends soon become like family, and relationships will be pushed to the very limit."
1441395,Under the Skin,108,2013,6.3,"A mysterious young woman seduces lonely men in the evening hours in Scotland. However, events lead her to begin a process of self-discovery."
0099077,Prebujenja,121,1990,7.8,"The victims of an encephalitis epidemic many years ago have been catatonic ever since, but now a new drug offers the prospect of reviving them."
0161081,Potopljene sence,130,2000,6.6,The wife of a university research scientist believes that her lakeside Vermont home is haunted by a ghost - or that she is losing her mind.
1000774,Seks v mestu,145,2008,5.6,A New York City writer on sex and love is finally getting married to her Mr. Big. But her three best girlfriends must console her after one of them inadvertently leads Mr. Big to jilt her.
0106582,Plezalec,113,1993,6.4,A botched mid-air heist results in suitcases full of cash being searched for by various groups throughout the Rocky Mountains.
0117731,Zvezdne steze: prvo srečanje,111,1996,7.6,The Borg travel back in time intent on preventing Earth's first contact with an alien species. Captain Picard and his crew pursue them to ensure that Zefram Cochrane makes his maiden flight reaching warp speed.
2267968,Kung Fu Panda 3,95,2016,7.1,"Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to his home."
0486946,Divjaka,100,2007,5.9,"A group of suburban biker wannabes looking for adventure hit the open road, but get more than they bargained for when they encounter a New Mexico gang called the Del Fuegos."
1201167,Komiki,146,2009,6.3,"When seasoned comedian George Simmons learns of his terminal, inoperable health condition, his desire to form a genuine friendship causes him to take a relatively green performer under his wing as his opening act."
0082340,New York 1997,99,1981,7.2,"In 1997, when the U.S. president crashes into Manhattan, now a giant maximum security prison, a convicted bank robber is sent in to rescue him."
2873282,Rdeči vrabec,140,2018,6.6,"Ballerina Dominika Egorova is recruited to 'Sparrow School,' a Russian intelligence service where she is forced to use her body as a weapon. Her first mission, targeting a C.I.A. agent, threatens to unravel the security of both nations."
0093437,The Lost Boys,97,1987,7.3,"After moving to a new town, two brothers discover that the area is a haven for vampires."
0293508,The Phantom of the Opera,143,2004,7.3,A young soprano becomes the obsession of a disfigured musical genius who lives beneath the Paris Opéra House. He kidnaps the soprano and forces the owners of the play to keep her as the lead role of the play.
0482606,Tujci,86,2008,6.2,A young couple staying in an isolated vacation home are terrorized by three unknown assailants.
3371366,Transformers: The Last Knight,154,2017,5.2,"Autobots and Decepticons are at war, with humans on the sidelines. Optimus Prime is gone. The key to saving our future lies buried in the secrets of the past, in the hidden history of Transformers on Earth."
0393162,Trener Carter,136,2005,7.3,Controversy surrounds high school basketball coach Ken Carter after he benches his entire team for breaking their academic contract with him.
0113749,Mallrats,94,1995,7.2,"Both dumped by their girlfriends, two best friends seek refuge in the local mall."
0032976,Rebecca,130,1940,8.1,A self-conscious bride is tormented by the memory of her husband's dead first wife.
2561572,Get Hard,100,2015,6.0,"When millionaire James King is jailed for fraud and bound for San Quentin, he turns to Darnell Lewis to prep him to go behind bars."
0046183,Peter Pan,77,1953,7.3,"Wendy and her brothers are whisked away to the magical world of Neverland with the hero of their stories, Peter Pan."
2305051,Divja,115,2014,7.1,A chronicle of one woman's one thousand one hundred mile solo hike undertaken as a way to recover from a recent personal tragedy.
5074352,Dangal,161,2016,8.5,Former wrestler
0265459,Foto studio,96,2002,6.8,A mentally unstable photo developer begins to attack a middle-class family after his obsession with them becomes more sick and disturbing than any of them could imagine.
0475290,"Ave, Cezar!",106,2016,6.3,A Hollywood fixer in the 1950s works to keep the studio's stars in line.
0822847,Duhovnik,87,2011,5.7,A priest disobeys church law to track down the vampires who kidnapped his niece.
0117008,Matilda,98,1996,6.9,"Story of a wonderful little girl, who happens to be a genius, and her wonderful teacher vs. the worst parents ever and the worst school principal imaginable."
0758730,AVPR: Aliens vs Predator - Requiem,94,2007,4.7,"Warring Alien and Predator races descend on a rural Colorado town, where unsuspecting residents must band together for any chance of survival."
1172570,Bronson,92,2008,7.1,"A young man who was sentenced to seven years in prison for robbing a post office ends up spending three decades in solitary confinement. During this time, his own personality is supplanted by his alter-ego, Charles Bronson."
0790736,R.I.P.D.,96,2013,5.6,A recently slain cop joins a team of undead police officers working for the Rest in Peace Department and tries to find the man who murdered him.
0093748,"Letala, vlaki in avtomobili",93,1987,7.6,A man must struggle to travel home for Thanksgiving with an obnoxious slob of a shower curtain ring salesman as his only companion.
0112431,Pujsek Babe,91,1995,6.8,"Babe, a pig raised by sheepdogs, learns to herd sheep with a little help from Farmer Hoggett."
3488710,Pot do slave,123,2015,7.3,"In 1974, high-wire artist Philippe Petit recruits a team of people to help him realize his dream: to walk the immense void between the World Trade Center towers."
1179034,Iz Pariza z ljubeznijo,92,2010,6.5,"In Paris, a young employee in the office of the US Ambassador hooks up with an American spy looking to stop a terrorist attack in the city."
4116284,The Lego Batman Movie,104,2017,7.3,"A cooler-than-ever Bruce Wayne must deal with the usual suspects as they plan to rule Gotham City, while discovering that he has accidentally adopted a teenage orphan who wishes to become his sidekick."
0223897,Daj naprej,123,2000,7.2,A young boy attempts to make the world a better place after his teacher gives him that chance.
0162346,Svet duhov,111,2001,7.4,"With only the plan of moving in together after high school, two unusually devious friends seek direction in life. As a mere gag, they respond to a man's newspaper ad for a date, only to find it will greatly complicate their lives."
0397065,House of Wax,108,2005,5.3,A group of unwitting teens are stranded near a strange wax museum and soon must fight to survive and keep from becoming the next exhibit.
0095956,Rambo III,102,1988,5.8,Rambo mounts a one-man mission to rescue his friend Colonel Trautman from the clutches of the formidable invading Soviet forces in Afghanistan.
0146838,Za vsako ceno,162,1999,6.9,A behind-the-scenes look at the life-and-death struggles of modern-day gladiators and those who lead them.
0100814,Drhtenje,96,1990,7.2,Natives of a small isolated town defend themselves against strange underground creatures which are killing them one by one.
0120794,The Prince of Egypt,99,1998,7.1,An Egyptian prince learns of his identity as a Hebrew and his destiny to become the chosen deliverer of his people.
0780521,Princesa in zabec,97,2009,7.1,"A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him."
0120632,Mesto angelov,114,1998,6.7,"Inspired by the modern classic, Wings of Desire, City involves an angel (Cage) who is spotted by a doctor in an operating room. Franz plays Cage's buddy who somehow knows a lot about angels."
3606756,Neverjetni 2,118,2018,8.0,Bob Parr (Mr. Incredible) is left to care for the kids while Helen (Elastigirl) is out saving the world.
3470600,Zapoj,108,2016,7.1,"In a city of humanoid animals, a hustling theater impresario's attempt to save his theater with a singing competition becomes grander than he anticipates even as its finalists' find that their lives will never be the same."
0817230,Valentinovo,125,2010,5.7,Intertwining couples and singles in Los Angeles break-up and make-up based on the pressures and expectations of Valentine's Day.
1228987,Spusti me k sebi,116,2010,7.1,A bullied young boy befriends a young female vampire who lives in secrecy with her guardian.
0103855,Telesni strazar,129,1992,6.2,"A former Secret Service agent takes on the job of bodyguard to an R&B singer, whose lifestyle is most unlike a President's."
1058017,Izum lazi,100,2009,6.4,"A comedy set in a world where no one has ever lied, until a writer seizes the opportunity for personal gain."
1615147,Naklepno tveganje,107,2011,7.1,"Follows the key people at an investment bank, over a 24-hour period, during the early stages of the 2008 financial crisis."
1390411,In the Heart of the Sea,122,2015,6.9,"A recounting of a New England whaling ship's sinking by a giant whale in 1820, an experience that later inspired the great novel Moby-Dick."
0362120,Scary Movie 4,83,2006,5.1,"Cindy finds out the house she lives in is haunted by a little boy and goes on a quest to find out who killed him and why. Also, Alien ""Tr-iPods"" are invading the world and she has to uncover the secret in order to stop them."
0120783,Past za starse,128,1998,6.5,"Identical twins Annie and Hallie, separated at birth and each raised by one of their biological parents, later discover each other for the first time at summer camp and make a plan to bring their wayward parents back together."
1067583,Voda za slone,120,2011,6.9,"Set in the 1930s, a former veterinary student takes a job in a travelling circus and falls in love with the ringmaster's wife."
0113627,Zbogom Las Vegas,111,1995,7.5,"Ben Sanderson, a Hollywood screenwriter who lost everything because of his alcoholism, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera."
0314353,Sonceve solze,121,2003,6.6,A Special-Ops commander leads his team into the Nigerian jungle in order to rescue a doctor who will only join them if they agree to save 70 refugees too.
1547234,Brez zavor,91,2012,6.5,"In Manhattan, a bike messenger picks up an envelope that attracts the interest of a dirty cop, who pursues the cyclist throughout the city."
0084827,TRON,96,1982,6.8,A computer hacker is abducted into the digital world and forced to participate in gladiatorial games where his only chance of escape is with the help of a heroic security program.
1131734,Telo lepe Jennifer,102,2009,5.2,A newly possessed high school cheerleader turns into a succubus who specializes in killing her male classmates. Can her best friend put an end to the horror?
0107977,Robin Hood - Možje v pajkicah,104,1993,6.7,A spoof of Robin Hood in general and
1132626,Zaga 5,92,2008,5.8,"Following Jigsaw's grisly demise, Mark Hoffman is commended as a hero, but Agent Strahm is suspicious, and delves into Hoffman's past. Meanwhile, another group of people are put through a series of gruesome tests."
1517260,Dusa,125,2013,5.9,"When an unseen enemy threatens mankind by taking over their bodies and erasing their memories, Melanie will risk everything to protect the people she cares most about, proving that love can conquer all in a dangerous new world."
1355630,Ce ostanem,107,2014,6.8,"Life changes in an instant for young Mia Hall after a car accident puts her in a coma. During an out-of-body experience, she must decide whether to wake up and live a life far different than she had imagined. The choice is hers if she can go on."
2034800,Kitajski zid,103,2016,6.0,European mercenaries searching for black powder become embroiled in the defense of the Great Wall of China against a horde of monstrous creatures.
0421239,Nocni let,85,2005,6.5,"A woman is kidnapped by a stranger on a routine flight. Threatened by the potential murder of her father, she is pulled into a plot to assist her captor in offing a politician."
0048280,Lady and the Tramp,76,1955,7.3,The romantic tale of a sheltered uptown Cocker Spaniel dog and a streetwise downtown Mutt.
0907657,Once,86,2007,7.9,"A modern-day musical about a busker and an immigrant and their eventful week in Dublin, as they write, rehearse and record songs that tell their love story."
1821549,Nebraska,115,2013,7.7,"An aging, booze-addled father makes the trip from Montana to Nebraska with his estranged son in order to claim a million-dollar Mega Sweepstakes Marketing prize."
1924429,Trans,101,2013,6.9,An art auctioneer becomes mixed up with a group of criminals partners with a hypnotherapist in order to recover a lost painting.
0042192,Vse o Evi,138,1950,8.3,An ingenue insinuates herself into the company of an established but aging stage actress and her circle of theater friends.
1634122,Johnny English 2,101,2011,6.3,Johnny English goes up against international assassins hunting down the Chinese premier.
0245574,Jaz pa tebi mamo,106,2001,7.7,"In Mexico, two teenage boys and an attractive older woman embark on a road trip and learn a thing or two about life, friendship, sex, and each other."
1086772,Pa ne ze spet ti,117,2014,6.5,"After a bad blind date, a man and woman find themselves stuck together at a resort for families, where their attraction grows as their respective kids benefit from the burgeoning relationship."
0876563,Gake no ue no Ponyo,101,2008,7.7,"A five-year-old boy develops a relationship with Ponyo, a young goldfish princess who longs to become a human after falling in love with him."
0092965,Cesarstvo sonca,153,1987,7.8,A young English boy struggles to survive under Japanese occupation during World War II.
2388715,Oculus,104,2013,6.5,"A woman tries to exonerate her brother, who was convicted of murder, by proving that the crime was committed by a supernatural phenomenon."
1904996,Parker,118,2013,6.2,"A thief with a unique code of professional ethics is double-crossed by his crew and left for dead. Assuming a new disguise and forming an unlikely alliance with a woman on the inside, he looks to hijack the score of the crew's latest heist."
0084726,Star Trek II: The Wrath of Khan,113,1982,7.7,"With the assistance of the Enterprise crew, Admiral Kirk must stop an old nemesis, Khan Noonien Singh, from using the life-generating Genesis Device as the ultimate weapon."
0870984,Antikrist,108,2009,6.6,"A grieving couple retreat to their cabin in the woods, hoping to repair their broken hearts and troubled marriage, but nature takes its course and things go from bad to worse."
0455407,Zblazneli,101,2010,6.5,About the inhabitants of a small Iowa town suddenly plagued by insanity and then death after a mysterious toxin contaminates their water supply.
0453451,Beanove pocitnice,90,2007,6.4,"Mr. Bean wins a trip to Cannes where he unwittingly separates a young boy from his father and must help the two come back together. On the way he discovers France, bicycling, and true love, among other things."
0112642,Casper,100,1995,6.1,A paranormal expert and his daughter bunk in an abandoned house populated by three mischievous ghosts and one friendly one.
0435651,Varuh spominov,97,2014,6.5,"In a seemingly perfect community, without war, pain, suffering, differences or choice, a young boy is chosen to learn from an elderly man about the true pain and pleasure of the ""real"" world."
0057076,From Russia with Love,115,1963,7.5,James Bond willingly falls into an assassination ploy involving a naive Russian beauty in order to retrieve a Soviet encryption device that was stolen by SPECTRE.
0077975,Animal House,109,1978,7.6,"At a 1962 college, Dean Vernon Wormer is determined to expel the entire Delta Tau Chi Fraternity, but those troublemakers have other plans for him."
0106918,Firma,154,1993,6.8,A young lawyer joins a prestigious law firm only to discover that it has a sinister dark side.
0462590,Odplesi svoje sanje,104,2006,6.5,"Tyler Gage receives the opportunity of a lifetime after vandalizing a performing arts school, gaining him the chance to earn a scholarship and dance with an up and coming dancer, Nora."
0033563,Dumbo,64,1941,7.3,"Ridiculed because of his enormous ears, a young circus elephant is assisted by a mouse to achieve his full potential."
0290673,Irréversible,97,2002,7.4,Events over the course of one traumatic night in Paris unfold in reverse-chronological order as the beautiful Alex is brutally raped and beaten by a stranger in the underpass.
0366627,The Jacket,103,2005,7.1,"A Gulf war veteran is wrongly sent to a mental institution for insane criminals, where he becomes the object of a doctor's experiments, and his life is completely affected by them."
1937390,Nymphomaniac: Vol. I,117,2013,7.0,A self-diagnosed nymphomaniac recounts her erotic experiences to the man who saved her after a beating.
0365907,Sprehod med nagrobniki,114,2014,6.5,Private investigator Matthew Scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife.
0421073,Kralji ulice,109,2008,6.8,"An undercover cop, disillusioned by the recent murder of his wife, is implicated in the murder of an officer and must struggle to clear himself."
0063350,Noc zivih mrtvecev,96,1968,7.9,"There is panic throughout the nation as the dead suddenly come back to life. The film follows a group of characters who barricade themselves in an old farmhouse in an attempt to remain safe from these bloodthirsty, flesh-eating monsters."
4052882,Nevarnost iz globine,86,2016,6.3,"A mere 200 yards from shore, surfer Nancy is attacked by a great white shark, with her short journey to safety becoming the ultimate contest of wills."
1911644,Klic v sili,94,2013,6.7,"When a veteran 911 operator takes a life-altering call from a teenage girl who has just been abducted, she realizes that she must confront a killer from her past in order to save the girl's life."
0430357,Miami Vice,134,2006,6.0,"Based on the 1980s TV action/drama, this update focuses on vice detectives Crockett and Tubbs as their respective personal and professional lives become dangerously intertwined."
0101410,Barton Fink,116,1991,7.7,A renowned New York playwright is enticed to California to write for the movies and discovers the hellish truth of Hollywood.
0133751,Zbornica,104,1998,6.5,Students suspect that their teachers are aliens after bizarre occurrences.
0373051,Potovanje v sredisce zemlje,93,2008,5.8,"On a quest to find out what happened to his missing brother, a scientist, his nephew and their mountain guide discover a fantastic and dangerous lost world in the center of the earth."
0337741,Ljubezen je luštna stvar,128,2003,6.7,A swinger on the cusp of being a senior citizen with a taste for young women falls in love with an accomplished woman closer to his age.
0250687,Rat Race,112,2001,6.4,"A Las Vegas casino magnate, determined to find a new avenue for wagering, sets up a race for money."
