id,naslov,leto,dolzina,ocena,opis
335438,Starsky & Hutch,2004,101,6.1,Two streetwise cops bust criminals in their red-and-white Ford Torino with the help of police snitch called Huggy Bear.
145681,The Bone Collector,1999,118,6.7,A quadriplegic ex-homicide detective and his female partner try to track down a serial killer who is terrorizing New York City.
114148,Pocahontas,1995,81,6.7,An English soldier and the daughter of an Algonquin chief share a romance when English colonists invade seventeenth-century Virginia.
464141,The Orphanage,2007,105,7.5,"A woman brings her family back to her childhood home, which used to be an orphanage for handicapped children. Before long, her son starts to communicate with an invisible new friend."
834001,Underworld: Rise of the Lycans,2009,92,6.6,"An origins story centered on the centuries-old feud between the race of aristocratic vampires and their onetime slaves, the Lycans."
61512,Cool Hand Luke,1967,126,8.2,A man refuses to conform to life in a rural prison.
472399,The Mechanic,2011,93,6.6,Follows an elite hit man as he teaches his trade to an apprentice who has a connection to one of his previous victims.
1155076,The Karate Kid,2010,140,6.2,"Work causes a single mother to move to China with her young son; in his new home, the boy embraces kung fu, taught to him by a master."
978762,Mary and Max,2009,92,8.2,"A tale of friendship between two unlikely pen pals: Mary, a lonely, eight-year-old girl living in the suburbs of Melbourne, and Max, a forty-four-year old, severely obese man living in New York."
257106,Scary Movie 2,2001,83,5.2,Four teens are tricked by their professor into visiting a haunted house for a school project.
1355683,Black Mass,2015,123,7.0,"The true story of Whitey Bulger, the brother of a state senator and the most infamous violent criminal in the history of South Boston, who became an FBI informant to take down a Mafia family invading his turf."
1277953,Madagascar 3: Europe's Most Wanted,2012,93,6.9,"Alex, Marty, Gloria and Melman are still fighting to get home to their beloved Big Apple. Their journey takes them through Europe where they find the perfect cover: a traveling circus, which they reinvent - Madagascar style."
120484,The Waterboy,1998,90,6.1,A waterboy for a college football team discovers he has a unique tackling ability and becomes a member of the team.
257076,S.W.A.T.,2003,117,6.0,An imprisoned drug kingpin offers a huge cash reward to anyone that can break him out of police custody and only the LAPD's Special Weapons and Tactics team can prevent it.
762107,I Now Pronounce You Chuck & Larry,2007,115,6.0,"Two straight, single Brooklyn firefighters pretend to be a gay couple in order to receive domestic partner benefits."
889583,Brüno,2009,81,5.8,Flamboyant and gay Austrian Brüno looks for new fame in America.
94291,Wall Street,1987,126,7.4,"A young and impatient stockbroker is willing to do anything to get to the top, including trading on illegal inside information taken through a ruthless and greedy corporate raider who takes the youth under his wing."
397535,Memoirs of a Geisha,2005,145,7.3,Nitta Sayuri reveals how she transcended her fishing-village roots and became one of Japan's most celebrated geisha.
91064,The Fly,1986,96,7.5,A brilliant but eccentric scientist begins to transform into a giant man/fly hybrid after one of his experiments goes horribly wrong.
1462758,Zakopan,2010,95,7.0,Paul is a U.S. truck driver working in Iraq. After an attack by a group of Iraqis he wakes to find he is buried alive inside a coffin. With only a lighter and a cell phone it's a race against time to escape this claustrophobic death trap.
938283,The Last Airbender,2010,103,4.2,"Follows the adventures of Aang, a young successor to a long line of Avatars, who must master all four elements and stop the Fire Nation from enslaving the Water Tribes and the Earth Kingdom."
159365,Cold Mountain,2003,154,7.2,"In the waning days of the American Civil War, a wounded soldier embarks on a perilous journey back home to Cold Mountain, North Carolina to reunite with his sweetheart."
2140373,Saving Mr. Banks,2013,125,7.5,Author
859163,The Mummy: Tomb of the Dragon Emperor,2008,112,5.2,"In the Far East, Alex O'Connell, the son of famed mummy fighters Rick and Evy O'Connell, unearths the mummy of the first Emperor of Qin -- a shape-shifting entity cursed by a witch centuries ago."
275847,Lilo & Stitch,2002,85,7.2,A Hawaiian girl adopts an unusual pet who is actually a notorious extra-terrestrial fugitive from the law.
385002,Green Street Hooligans,2005,109,7.5,"A wrongfully expelled Harvard undergrad moves to London, where he is introduced to the violent underworld of football hooliganism."
89880,Rambo: First Blood Part II,1985,96,6.4,John Rambo is released from prison by the government for a top-secret covert mission to the last place on Earth he'd want to return - the jungles of Vietnam.
1496025,Underworld: Awakening,2012,88,6.4,"When human forces discover the existence of the Vampire and Lycan clans, a war to eradicate both species commences. The vampire warrior Selene leads the battle against humankind."
159097,The Virgin Suicides,1999,97,7.2,"A group of male friends become obsessed with five mysterious sisters who are sheltered by their strict, religious parents in suburban Detroit in the mid-1970s."
1335975,47 Ronin,2013,128,6.3,A band of samurai set out to avenge the death and dishonor of their master at the hands of a ruthless shogun.
454945,She's the Man,2006,105,6.4,"When her brother decides to ditch for a couple weeks in London, Viola heads over to his elite boarding school, disguises herself as him, and proceeds to fall for one of her soccer teammates. Little does she realize she's not the only one with romantic troubles, as she, as he, gets in the middle of a series of intermingled love affairs."
822832,Marley & Me,2008,115,7.1,"A family learns important life lessons from their adorable, but naughty and neurotic dog."
2321549,The Babadook,2014,93,6.8,"A single mother, plagued by the violent death of her husband, battles with her son's fear of a monster lurking in the house, but soon discovers a sinister presence all around her."
3235888,It Follows,2014,100,6.9,A young woman is followed by an unknown supernatural force after a sexual encounter.
55928,Dr. No,1962,110,7.3,A resourceful British government agent seeks answers in a case involving the disappearance of a colleague and the disruption of the American space program.
1568911,War Horse,2011,146,7.2,Young Albert enlists to serve in World War I after his beloved horse is sold to the cavalry. Albert's hopeful journey takes him out of England and to the front lines as the war rages on.
242423,"Dude, Where's My Car?",2000,83,5.5,Two potheads wake up after a night of partying and cannot remember where they parked their car.
1034303,Defiance,2008,137,7.2,"Jewish brothers in Nazi-occupied Eastern Europe escape into the Belarussian forests, where they join Russian resistance fighters and endeavor to build a village in order to protect themselves and about 1,000 Jewish non-combatants."
1267297,Hercules,2014,98,6.0,"Having endured his legendary twelve labors, Hercules, the Greek demigod, has his life as a sword-for-hire tested when the King of Thrace and his daughter seek his aid in defeating a tyrannical warlord."
1727388,The Way Way Back,2013,103,7.4,"Shy 14-year-old Duncan goes on summer vacation with his mother, her overbearing boyfriend, and her boyfriend's daughter. Having a rough time fitting in, Duncan finds an unexpected friend in Owen, manager of the Water Wizz water park."
2170439,Horrible Bosses 2,2014,108,6.3,"Dale, Kurt and Nick decide to start their own business but things don't go as planned because of a slick investor, prompting the trio to pull off a harebrained and misguided kidnapping scheme."
417148,Snakes on a Plane,2006,105,5.6,"An FBI agent takes on a plane full of deadly and venomous snakes, deliberately released to kill a witness being flown from Honolulu to Los Angeles to testify against a mob boss."
391198,The Grudge,2004,91,5.9,"An American nurse living and working in Tokyo is exposed to a mysterious supernatural curse, one that locks a person in a powerful rage before claiming their life and spreading to another victim."
95705,The Naked Gun: From the Files of Police Squad!,1988,85,7.6,Incompetent police detective Frank Drebin has to foil an attempt to assassinate Queen Elizabeth II.
452694,The Time Traveler's Wife,2009,107,7.1,"A Chicago librarian has a gene that causes him to involuntarily time travel, creating complications in his marriage."
892782,Monsters vs. Aliens,2009,94,6.5,A woman transformed into a giant after she is struck by a meteorite on her wedding day becomes part of a team of monsters sent in by the U.S. government to defeat an alien mastermind trying to take over Earth.
413099,Evan Almighty,2007,96,5.4,God contacts Congressman Evan Baxter and tells him to build an ark in preparation for a great flood.
805564,Lars and the Real Girl,2007,106,7.4,A delusional young man strikes up an unconventional relationship with a doll he finds on the Internet.
105793,Wayne's World,1992,94,7.0,Two slacker friends try to promote their public-access cable show.
274166,Johnny English,2003,87,6.1,"After a sudden attack on the MI5, Johnny English, Britain's most confident yet unintelligent spy, becomes Britain's only spy."
424345,Clerks II,2006,97,7.4,A calamity at Dante and Randal's shops sends them looking for new horizons - but they ultimately settle at the fast food empire Mooby's.
72431,Young Frankenstein,1974,106,8.1,"An American grandson of the infamous scientist, struggling to prove that he is not as insane as people believe, is invited to Transylvania, where he discovers the process that reanimates a dead body."
448694,Puss in Boots,2011,90,6.7,The events leading up to the sword fighting cat's meeting with Shrek and his friends.
301357,Good Bye Lenin!,2003,121,7.7,"In 1990, to protect his fragile mother from a fatal shock after a long coma, a young man must keep her from learning that her beloved nation of East Germany as she knew it has disappeared."
66999,Dirty Harry,1971,102,7.8,"When a mad man calling himself 'the Scorpio Killer' menaces the city, tough as nails San Francisco Police Inspector Harry Callahan is assigned to track down and ferret out the crazed psychopath."
41959,The Third Man,1949,93,8.3,"Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime."
410297,The Lake House,2006,99,6.8,"A lonely doctor who once occupied an unusual lakeside home begins exchanging love letters with its former resident, a frustrated architect. They must try to unravel the mystery behind their extraordinary romance before it's too late."
1549920,The Last Stand,2013,107,6.4,"The leader of a drug cartel busts out of a courthouse and speeds to the Mexican border, where the only thing in his path is a sheriff and his inexperienced staff."
1403981,Remember Me,2010,113,7.2,"A romantic drama centered on two new lovers: Tyler, whose parents have split in the wake of his brother's suicide, and Ally, who lives each day to the fullest since witnessing her mother's murder."
92991,Evil Dead II,1987,84,7.8,The lone survivor of an onslaught of flesh-possessing spirits holds up in a cabin with a group of strangers while the demons continue their attack.
118842,Chasing Amy,1997,113,7.3,"Holden and Banky are comic book artists. Everything's going good for them until they meet Alyssa, also a comic book artist. Holden falls for her, but his hopes are crushed when he finds out she's gay."
481536,Harold & Kumar Escape from Guantanamo Bay,2008,104,6.6,"The morning they return from their White Castle road trip, Harold and Kumar decide to go to Amsterdam because Harold doesn't want to wait ten days to see Maria again. On the plane, Kumar ..."
33870,The Maltese Falcon,1941,100,8.1,"A private detective takes on a case that involves him with three eccentric criminals, a gorgeous liar, and their quest for a priceless statuette."
102138,J.F.K.,1991,189,8.0,A New Orleans DA discovers there's more to the Kennedy assassination than the official story.
102685,Point Break,1991,122,7.2,An FBI agent goes undercover to catch a gang of surfers who may be bank robbers.
104691,The Last of the Mohicans,1992,112,7.8,Three trappers protect a British Colonel's daughters in the midst of the French and Indian War.
1034032,Gamer,2009,95,5.8,"In a future mind-controlling game, death row convicts are forced to battle in a 'Doom'-type environment. Convict Kable, controlled by Simon, a skilled teenage gamer, must survive thirty sessions in order to be set free. Or won't he?"
473705,State of Play,2009,127,7.1,"When a congressional aide is killed, a Washington D.C. journalist starts investigating the case involving the congressman, his old college friend."
55254,101 Dalmatians,1961,79,7.2,"When a litter of Dalmatian puppies are abducted by the minions of Cruella de Vil, the parents must find them before she uses them for a diabolical fashion statement."
292506,The Recruit,2003,115,6.6,A brilliant young CIA trainee is asked by his mentor to help find a mole in the Agency.
82198,Conan the Barbarian,1982,129,6.9,A vengeful barbarian warrior sets off to avenge his tribe and his parents whom were slain by an evil sorcerer and his warriors when he was a boy.
1121931,Crank: High Voltage,2009,96,6.2,Chelios faces a Chinese mobster who has stolen his nearly indestructible heart and replaced it with a battery-powered ticker that requires regular jolts of electricity to keep working.
93894,The Running Man,1987,101,6.6,A wrongly convicted man must try to survive a public execution gauntlet staged as a game show.
458481,Sin City: A Dame to Kill For,2014,102,6.5,Some of Sin City's most hard-boiled citizens cross paths with a few of its more reviled inhabitants.
117705,Space Jam,1996,88,6.3,Michael Jordan agrees to help the Looney Tunes play a basketball game vs. alien slavers to determine their freedom.
50976,The Seventh Seal,1957,96,8.2,"A man seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague."
1502712,Fantastic Four,2015,100,4.3,Four young outsiders teleport to an alternate and dangerous universe which alters their physical form in shocking ways. The four must learn to harness their new abilities and work together to save Earth from a former friend turned enemy.
110322,Legends of the Fall,1994,133,7.5,"Epic tale of three brothers and their father living in the remote wilderness of 1900s USA and how their lives are affected by nature, history, war, love and betrayal."
17136,Metropolis,1927,153,8.3,"In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working class prophet who predicts the coming of a savior to mediate their differences."
450232,16 Ulic,2006,102,6.6,"An aging alcoholic cop is assigned the task of escorting a witness from police custody to a courthouse 16 blocks away. There are, however, chaotic forces at work that prevent them from making it in one piece."
88944,Commando,1985,90,6.7,A retired elite Black Ops Commando launches a one man war against a group of South American criminals who have kidnapped his daughter to blackmail him into starting a revolution and getting an exiled dictator back into power.
1174732,An Education,2009,100,7.3,"A coming-of-age story about a teenage girl in 1960s suburban London, and how her life changes with the arrival of a playboy nearly twice her age."
1399683,Winter's Bone,2010,100,7.2,An unflinching Ozark Mountain girl hacks through dangerous social terrain as she hunts down her drug-dealing father while trying to keep her family intact.
1764234,Killing Them Softly,2012,97,6.2,"Jackie Cogan is an enforcer hired to restore order after three dumb guys rob a Mob protected card game, causing the local criminal economy to collapse."
306047,Scary Movie 3,2003,84,5.5,"In the third installment of the Scary Movie franchise, Cindy has to investigate mysterious crop circles and video tapes, and help the President in preventing an alien invasion."
120784,Payback,1999,100,7.1,Porter is shot by his wife and best friend and is left to die. When he survives he plots revenge.
387131,The Constant Gardener,2005,129,7.5,"A widower is determined to get to the bottom of a potentially explosive secret involving his wife's murder, big business, and corporate corruption."
890870,Saw IV,2007,93,5.9,"Despite Jigsaw's death, and in order to save the lives of two of his colleagues, Lieutenant Rigg is forced to take part in a new game, which promises to test him to the limit."
1389137,We Bought a Zoo,2011,124,7.1,"Set in Southern California, a father moves his young family to the countryside to renovate and re-open a struggling zoo."
472033,9,2009,79,7.1,A rag doll that awakens in a postapocalyptic future holds the key to humanity's salvation.
369441,Fun with Dick and Jane,2005,90,6.1,"When an affluent couple lose all their money following a series of blunders, they turn to a life of crime to make ends meet."
398808,Bridge to Terabithia,2007,96,7.2,A preteen's life turns upside down when he befriends the new girl in school and they imagine a whole new fantasy world to escape reality.
350258,Ray,2004,152,7.7,"The story of the life and career of the legendary rhythm and blues musician Ray Charles, from his humble beginnings in the South, where he went blind at age seven, to his meteoric rise to stardom during the 1950s and 1960s."
107207,V imenu oceta,1993,133,8.1,A man's coerced confession to an IRA bombing he did not commit results in the imprisonment of his father as well. An English lawyer fights to free them.
2226417,Insidious: Chapter 2,2013,106,6.6,"The Lamberts believe that they have defeated the spirits that have haunted their family, but they soon discover that evil is not beaten so easily."
280590,Mr. Deeds,2002,96,5.8,"A sweet-natured, small-town guy inherits a controlling stake in a media conglomerate and begins to do business his way."
842926,The Kids Are All Right,2010,106,7.1,Two children conceived by artificial insemination bring their biological father into their non-traditional family life.
947810,Green Zone,2010,115,6.9,Discovering covert and faulty intelligence causes a U.S. Army officer to go rogue as he hunts for Weapons of Mass Destruction in an unstable region.
272338,Punch-Drunk Love,2002,95,7.3,"A psychologically troubled novelty supplier is nudged towards a romance with an English woman, all the while being extorted by a phone-sex line run by a crooked mattress salesman, and purchasing stunning amounts of pudding."
402022,Æon Flux,2005,93,5.5,"Aeon Flux is a mysterious assassin working for the Monicans, a group of rebels trying to overthrow the government. When she is sent on a mission to kill the Chairman, a whole new mystery is found."
1334260,Never Let Me Go,2010,103,7.2,"The lives of three friends, from their early school days into young adulthood."
471042,Tower Heist,2011,104,6.2,"When a group of hard-working guys find out they've fallen victim to their wealthy employer's Ponzi scheme, they conspire to rob his high-rise residence."
53604,The Apartment,1960,125,8.3,"A man tries to rise in his company by letting its executives use his apartment for trysts, but complications and a romance of his own ensue."
430105,Four Brothers,2005,109,6.9,Four brothers look to avenge their mother's death.
120888,The Wedding Singer,1998,95,6.8,"Robbie, a singer, and Julia, a waitress, are both engaged, but to the wrong people. Fortune intervenes to help them discover each other."
1234548,The Men Who Stare at Goats,2009,94,6.2,"A reporter in Iraq might just have the story of a lifetime when he meets Lyn Cassady, a guy who claims to be a former member of the U.S. Army's New Earth Army, a unit that employs paranormal powers in their missions."
256380,Shallow Hal,2001,114,5.9,"A shallow man falls in love with a 300 pound woman because of her ""inner beauty""."
21749,City Lights,1931,87,8.6,"With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically."
2101441,Spring Breakers,2012,94,5.3,"Four college girls hold up a restaurant in order to fund their spring break vacation. While partying, drinking, and taking drugs, they are arrested, only to be bailed out by a drug and arms dealer."
365737,Syriana,2005,128,7.0,A politically-charged epic about the state of the oil industry in the hands of those personally involved and affected by it.
1915581,Magic Mike,2012,110,6.1,"A male stripper teaches a younger performer how to party, pick up women, and make easy money."
443649,"10,000 BC",2008,109,5.1,A prehistoric epic that follows a young mammoth hunter's journey through uncharted territory to secure the future of his tribe.
324216,The Texas Chainsaw Massacre,2003,98,6.2,"After picking up a traumatized young hitchhiker, five friends find themselves stalked and hunted by a deformed chainsaw-wielding killer and his family of equally psychopathic killers."
387808,Idiocracy,2006,84,6.6,"Private Joe Bauers, the definition of ""average American"", is selected by the Pentagon to be the guinea pig for a top-secret hibernation program. Forgotten, he awakes five centuries in the future. He discovers a society so incredibly dumbed down that he's easily the most intelligent person alive."
1939659,Carrie,2013,100,5.9,"A reimagining of the classic horror tale about Carrie White, a shy girl outcast by her peers and sheltered by her deeply religious mother, who unleashes telekinetic terror on her small town after being pushed too far at her senior prom."
2191701,Grown Ups 2,2013,101,5.4,"After moving his family back to his hometown to be with his friends and their kids, Lenny finds out that between old bullies, new bullies, schizo bus drivers, drunk cops on skis, and 400 costumed party crashers sometimes crazy follows you."
95159,A Fish Called Wanda,1988,108,7.6,"In London, four very different people team up to commit armed robbery, then try to doublecross each other for the loot."
58331,Mary Poppins,1964,139,7.8,A magic nanny comes to work for a cold banker's unhappy family.
109831,Four Weddings and a Funeral,1994,117,7.1,"Over the course of five social occasions, a committed bachelor must consider the notion that he may have discovered love."
99938,Kindergarten Cop,1990,111,6.0,A tough cop is given his most difficult assignment ever: to masquerade as a kindergarten teacher in order to find a drug dealer.
307987,Bad Santa,2003,91,7.1,"A miserable conman and his partner pose as Santa and his Little Helper to rob department stores on Christmas Eve. But they run into problems when the conman befriends a troubled kid, and the security boss discovers the plot."
449010,Eragon,2006,104,5.1,"In his homeland of Alagaesia, a farm boy happens upon a dragon's egg -- a discovery that leads him on a predestined journey where he realizes he's the one person who can defend his home against an evil king."
276919,Dogville,2003,178,8.1,"A woman on the run from the mob is reluctantly accepted in a small Colorado town. In exchange, she agrees to work for them. As a search visits town, she finds out that their support has a price. Yet her dangerous secret is never far away..."
253556,Reign of Fire,2002,101,6.2,"A brood of fire-breathing dragons emerges from the earth and begins setting everything ablaze, establishing dominance over the planet."
97523,"Honey, I Shrunk the Kids",1989,93,6.3,The scientist father of a teenage girl and boy accidentally shrinks his and two other neighborhood teens to the size of insects. Now the teens must fight diminutive dangers as the father searches for them.
467197,Max Payne,2008,100,5.4,"Coming together to solve a series of murders in New York City are a police detective whose family was slain as part of a conspiracy and an assassin out to avenge her sister's death. The duo will be hunted by the police, the mob, and a ruthless corporation."
1100089,Foxcatcher,2014,134,7.0,"Mark and Dave Schultz, U.S. Olympic Wrestling champions, join Team Foxcatcher led by multimillionaire John E. du Pont as they train for the 1988 games in Seoul - but John's emotional self-destruction threatens to consume them all."
1924435,Let's Be Cops,2014,104,6.5,"Two struggling pals dress as police officers for a costume party and become neighborhood sensations. But when these newly-minted ""heroes"" get tangled in a real life web of mobsters and dirty detectives, they must put their fake badges on the line."
1538403,The Mortal Instruments: City of Bones,2013,130,6.0,"When her mother disappears, Clary Fray learns that she descends from a line of warriors who protect our world from demons. She joins forces with others like her and heads into a dangerous alternate New York called the Shadow World."
46912,Dial M for Murder,1954,105,8.2,"An ex-tennis pro carries out a plot to murder his wife. When things go wrong, he improvises a brilliant plan B."
257360,About Schmidt,2002,125,7.2,A man upon retirement embarks on a journey to his estranged daughter's wedding only to discover more about himself and life than he ever expected.
1600196,The Drop,2014,106,7.1,"Bob Saginowski finds himself at the center of a robbery gone awry and entwined in an investigation that digs deep into the neighborhood's past where friends, families, and foes all work together to make a living - no matter the cost."
120768,Pogajalec,1998,140,7.3,"In a desperate attempt to prove his innocence, a skilled police negotiator accused of corruption and murder takes hostages in a government office to gain the time he needs to find the truth."
1204975,Last Vegas,2013,105,6.6,Three friends take a break from their day-to-day lives to throw a bachelor party in Las Vegas for their last remaining single pal.
1563738,One Day,2011,107,7.0,"After spending the night together on the night of their college graduation Dexter and Em are shown each year on the same date to see where they are in their lives. They are sometimes together, sometimes not, on that day."
980970,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,113,6.3,"Lucy and Edmund Pevensie return to Narnia with their cousin Eustace where they meet up with Prince Caspian for a trip across the sea aboard the royal ship The Dawn Treader. Along the way they encounter dragons, dwarves, merfolk, and a band of lost warriors before reaching the edge of the world."
1714206,The Spectacular Now,2013,95,7.1,"A hard-partying high school senior's philosophy on life changes when he meets the not-so-typical ""nice girl."""
94625,Akira,1988,124,8.1,A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath that only two teenagers and a group of psychics can stop.
343135,Along Came Polly,2004,90,5.9,A buttoned up newlywed finds his too organized life falling into chaos when he falls in love with an old classmate.
804497,It's Kind of a Funny Story,2010,101,7.2,A clinically depressed teenager gets a new start after he checks himself into an adult psychiatric ward.
107362,Last Action Hero,1993,130,6.2,"With the help of a magic ticket, a young film fan is transported into the fictional world of his favorite action film character."
1790886,The Campaign,2012,85,6.2,An incumbent congressman embroiled in personal scandal faces a no-holds-barred challenge from a naive newcomer funded by two unscrupulous billionaire lobbyist brothers.
1351685,Jack the Giant Slayer,2013,114,6.3,"The ancient war between humans and a race of giants is reignited when Jack, a young farmhand fighting for a kingdom and the love of a princess, opens a gateway between the two worlds."
451079,Horton Hears a Who!,2008,86,6.9,Horton the Elephant struggles to protect a microscopic community from his neighbors who refuse to believe it exists.
84516,Poltergeist,1982,114,7.4,A family's home is haunted by a host of ghosts.
389790,Bee Movie,2007,91,6.2,"Barry B. Benson, a bee just graduated from college, is disillusioned at his lone career choice: making honey. On a special trip outside the hive, Barry's life is saved by Vanessa, a florist in New York City. As their relationship blossoms, he discovers humans actually eat honey, and subsequently decides to sue them."
1560747,The Master,2012,144,7.1,A Naval veteran arrives home from war unsettled and uncertain of his future - until he is tantalized by The Cause and its charismatic leader.
100403,Predator 2,1990,108,6.2,"Amidst a territorial gang war in 1997, a sophisticated alien hunter stalks the citizens of Los Angeles and the only man between him and his prey is veteran L.A.P.D. officer, Lieutenant Mike Harrigan."
325805,Matchstick Men,2003,116,7.3,A phobic con artist and his protégé are on the verge of pulling off a lucrative swindle when the former's teenage daughter arrives unexpectedly.
119345,I Know What You Did Last Summer,1997,101,5.6,"After a nasty accident, four friends begin to drift apart. One year later Julie James gets a anonymous message and then a slicker wearing, hook wielding killer begins to rip apart her life."
97958,National Lampoon's Christmas Vacation,1989,97,7.6,The Griswold family's plans for a big family Christmas predictably turn into a big disaster.
340855,Monster,2003,109,7.3,"Based on the life of Aileen Wuornos, a Daytona Beach prostitute who became a serial killer."
433362,Boj za kri,2009,98,6.5,"In the year 2019, a plague has transformed almost every human into vampires. Faced with a dwindling blood supply, the fractured dominant race plots their survival; meanwhile, a researcher works with a covert band of vamps on a way to save humankind."
42332,Cinderella,1950,74,7.3,"When Cinderella's cruel stepmother prevents her from attending the Royal Ball, she gets some unexpected help from the lovable mice Gus and Jaq, and from her Fairy Godmother."
1448755,Killer Elite,2011,116,6.5,"When his mentor is taken captive by a disgraced Arab sheik, a killer-for-hire is forced into action. His mission: kill three members of Britain's elite Special Air Service responsible for the death of his sons."
384793,Accepted,2006,93,6.5,"A high school slacker who's rejected by every school he applies to opts to create his own institution of higher learning, the South Harmon Institute of Technology, on a rundown piece of property near his hometown."
1661199,Cinderella,2015,105,7.0,"When her father unexpectedly passes away, young Ella finds herself at the mercy of her cruel stepmother and her scheming step-sisters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger."
112508,Billy Madison,1995,89,6.4,"In order to inherit his fed up father's hotel empire, an immature and lazy man must repeat grades 1-12 all over again."
989757,Dear John,2010,108,6.3,A romantic drama about a soldier who falls for a conservative college student while he's home on leave.
88258,This Is Spinal Tap,1984,82,8.0,"Spinal Tap, one of England's loudest bands, is chronicled by film director Marty DeBergi on what proves to be a fateful tour."
2203939,The Other Woman,2014,109,6.0,"After discovering her boyfriend is married, Carly soon meets the wife he's been betraying. And when yet another love affair is discovered, all three women team up to plot revenge on the three-timing S.O.B."
1855325,Resident Evil: Retribution,2012,96,5.4,Alice fights alongside a resistance movement to regain her freedom from an Umbrella Corporation testing facility.
245844,The Count of Monte Cristo,2002,131,7.7,"A young man, falsely imprisoned by his jealous ""friend,"" escapes and uses a hidden treasure to exact his revenge."
1809398,Unbroken,2014,137,7.2,"After a near-fatal plane crash in WWII, Olympian Louis Zamperini spends a harrowing 47 days in a raft with two fellow crewmen before he's caught by the Japanese navy and sent to a prisoner-of-war camp."
79522,Manhattan,1979,96,8.0,The life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.
85334,A Christmas Story,1983,94,8.1,"In the 1940s, a young boy named Ralphie attempts to convince his parents, his teacher, and Santa that a Red Ryder B.B. gun really is the perfect Christmas gift."
1314655,Devil,2010,80,6.3,A group of people are trapped in an elevator and the Devil is mysteriously amongst them.
134273,8MM,1999,123,6.5,"A private investigator is hired to discover if a ""snuff film"" is authentic or not."
1262416,Scream 4,2011,111,6.2,"Ten years have passed, and Sidney Prescott, who has put herself back together thanks in part to her writing, is visited by the Ghostface Killer."
1615065,Savages,2012,131,6.5,Pot growers Ben and Chon face off against the Mexican drug cartel who kidnapped their shared girlfriend.
113247,La Haine,1995,98,8.1,24 hours in the lives of three young men in the French suburbs the day after a violent riot.
100150,Miller's Crossing,1990,115,7.9,"Tom Regan, an advisor to a Prohibition-era crime boss, tries to keep the peace between warring mobs but gets caught in divided loyalties."
74958,Network,1976,121,8.1,A television network cynically exploits a deranged former anchor's ravings and revelations about the news media for its own profit.
1298649,The Watch,2012,102,5.7,Four men who form a neighborhood watch group as a way to get out of their day-to-day family routines find themselves defending the Earth from an alien invasion.
1758830,This Is 40,2012,134,6.2,"Pete and Debbie are both about to turn 40, their kids hate each other, both of their businesses are failing, they're on the verge of losing their house, and their relationship is threatening to fall apart."
116583,The Hunchback of Notre Dame,1996,91,6.9,"A deformed bell-ringer must assert his independence from a vicious government minister in order to help his friend, a gypsy dancer."
268695,The Time Machine,2002,96,5.9,"Hoping to alter the events of the past, a 19th century inventor instead travels 800,000 years into the future, where he finds humankind divided into two warring races."
277434,We Were Soldiers,2002,138,7.1,The story of the first major battle of the American phase of the Vietnam War and the soldiers on both sides that fought it.
120789,Pleasantville,1998,124,7.5,Two 1990s teenage siblings find themselves in a 1950s sitcom where their influence begins to profoundly change that complacent world.
358082,Robots,2005,91,6.3,"In a robot world, a young idealistic inventor travels to the big city to join his inspiration's company, only to find himself opposing its sinister new management."
42876,Rashomon,1950,88,8.3,A heinous crime and its aftermath are recalled from differing points of view.
414982,Brez povratka 3,2006,93,5.8,"In this third installment of the Final Destination series, a student's premonition of a deadly rollercoaster ride saves her life and a lucky few, but not from death itself which seeks out those who escaped their fate."
480687,Hall Pass,2011,105,5.9,"Rick and Fred, two husbands who are having difficulty in their marriages, are given a Hall Pass by their wives: for one week, they can do whatever they want."
86465,Trading Places,1983,116,7.5,A snobbish investor and a wily street con artist find their positions reversed as part of a bet by two callous millionaires.
325703,Lara Croft Tomb Raider: The Cradle of Life,2003,117,5.5,Adventuress Lara Croft goes on a quest to save the mythical Pandora's Box before an evil scientist and recruits a former Marine turned mercenary to assist her.
1616195,J. Edgar,2011,137,6.6,"J. Edgar Hoover, powerful head of the F.B.I. for nearly 50 years, looks back on his professional and personal life."
73629,The Rocky Horror Picture Show,1975,100,7.4,A newly engaged couple have a breakdown in an isolated area and must pay a call to the bizarre residence of Dr. Frank-N-Furter.
2177771,The Monuments Men,2014,118,6.1,An unlikely World War II platoon is tasked to rescue art masterpieces from Nazi thieves and return them to their owners.
1019452,A Serious Man,2009,106,7.0,"Larry Gopnik, a Midwestern physics teacher, watches his life unravel over multiple sudden incidents. Though seeking meaning and answers amidst his turmoils, he seems to keep sinking."
277296,The Scorpion King,2002,92,5.5,"A desert warrior rises up against the evil army that is destroying his homeland. He captures the enemy's key sorcerer, takes her deep into the desert and prepares for a final showdown."
