id,naslov,dolzina,leto,ocena,metascore,glasovi,zasluzek,opis
478134,V dolini smrti,121,2007,7.2,65,64728,6777741,A retired military investigator works with a police detective to uncover the truth behind his son's disappearance following his return from a tour of duty in Iraq.
478304,Drevo zivljenja,139,2011,6.8,85,152575,13303319,"The story of a family in Waco, Texas in 1956. The eldest son witnesses the loss of innocence and struggles with his parents' conflicting teachings."
478311,Napumpana,129,2007,7.0,85,324373,148734225,"For fun-loving party animal Ben Stone, the last thing he ever expected was for his one-night stand to show up on his doorstep eight weeks later to tell him she's pregnant with his child."
478970,Ant-Man,117,2015,7.3,64,452538,180202163,"Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, plan and pull off a heist that will save the world."
479143,Rocky Balboa,102,2006,7.2,63,182579,70270943,"Thirty years after the ring of the first bell, Rocky Balboa comes out of retirement and dons his gloves for his final fight; against the reigning heavyweight champ Mason 'The Line' Dixon."
479884,Adrenalin,88,2006,7.0,57,216429,27829874,Professional assassin Chev Chelios learns his rival has injected him with a poison that will kill him if his heart rate drops.
479952,Madagaskar 2,89,2008,6.7,61,173362,180010950,"The animals try to fly back to New York City, but crash-land on an African wildlife refuge, where Alex is reunited with his parents."
479997,Cas lova na carovnice,95,2011,5.4,28,83610,24827228,"14th-century knights transport a suspected witch to a monastery, where monks deduce her powers could be the source of the Black Plague."
480025,To je Anglija,101,2006,7.7,86,107764,327919,"A young boy becomes friends with a gang of skinheads. Friends soon become like family, and relationships will be pushed to the very limit."
480242,Punca mojega brata,98,2007,6.8,65,92304,47642963,A widower finds out the woman he fell in love with is his brother's girlfriend.
480249,"Jaz, legenda",101,2007,7.2,65,612729,256386216,"Years after a plague kills most of humanity and transforms the rest into monsters, the sole survivor in New York City struggles valiantly to find a cure."
480255,Porazenci,97,2010,6.4,44,81235,23580735,"A CIA special forces team are betrayed and left for dead by their superiors, galvanizing them to mount an offensive on the CIA."
480687,Teden brez pravil,105,2011,5.9,45,111620,45060734,"Rick and Fred, two husbands who are having difficulty in their marriages, are given a Hall Pass by their wives: for one week, they can do whatever they want."
481141,Ljubezenski recept,104,2007,6.3,50,65014,43107979,The life of a top chef changes when she becomes the guardian of her young niece.
481369,Stevilka 23,98,2007,6.4,,180607,35193167,"Walter Sparrow becomes obsessed with a novel that he believes was written about him. As his obsession increases, more and more similarities seem to arise."
481499,Krudovi,98,2013,7.2,55,171533,187168425,"After their cave is destroyed, a caveman family must trek through an unfamiliar fantastical world with the help of an inventive boy."
481536,Zadeta modela: Beg iz Guantanama,104,2008,6.6,57,122656,38087366,"After being mistaken for terrorists and thrown into Guantánamo Bay, stoners Harold and Kumar escape and return to the U.S., where they proceed to flee across the country with federal agents in hot pursuit."
482571,Skrivnostna sled,130,2006,8.5,66,1018309,53089891,"After a tragic accident, two stage magicians engage in a battle to create the ultimate illusion while sacrificing everything they have to outwit each other."
482606,Tujci,86,2008,6.2,47,106961,52597610,A young couple staying in an isolated vacation home are terrorized by three unknown assailants.
483607,Sodni dan,108,2008,6.0,51,67370,10955425,A futuristic action thriller where a team of people work to prevent a disaster threatening the future of the human race.
485947,Mr. Nobody,141,2009,7.9,63,188807,3600,"A boy stands on a station platform as a train is about to leave. Should he go with his mother or stay with his father? Infinite possibilities arise from this decision. As long as he doesn't choose, anything is possible."
486576,4: Rise of the Silver Surfer,92,2007,5.6,45,232976,131921738,The Fantastic Four learn that they aren't the only super-powered beings in the universe when they square off against the powerful Silver Surfer and the planet-eating Galactus.
486655,Zvezdni prah,127,2007,7.7,66,233432,38634938,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm."
486822,Disturbia,105,2007,6.9,62,202915,80209692,A teen living under house arrest becomes convinced his neighbor is a serial killer.
486946,Divjaka,100,2007,5.9,27,107380,168273550,"A group of suburban biker wannabes looking for adventure hit the open road, but get more than they bargained for when they encounter a New Mexico gang called the Del Fuegos."
488120,Zlom,113,2007,7.2,68,163061,39015018,"An attorney, intent on climbing the career ladder toward success, finds an unlikely opponent in a manipulative criminal he is trying to prosecute."
489099,Skakac,88,2008,6.1,35,265838,80172128,A teenager with teleportation abilities suddenly finds himself in the middle of an ancient war between those like him and their sworn annihilators.
489270,Zaga lll,108,2006,6.2,48,161738,80238724,Jigsaw abducts a doctor in order to keep himself alive while he watches his new apprentice put an unlucky citizen named Jeff through a brutal test.
490204,Noc na zemlji,124,2007,7.5,61,88853,19661987,A man who lost his family in the September 11 attack on New York City runs into his old college roommate. Rekindling the friendship is the one thing that appears able to help the man recover from his grief.
490215,Silence,161,2016,7.2,79,79247,7079191,"In the 17th century, two Portuguese Jesuit priests travel to Japan in an attempt to locate their mentor, who is rumored to have committed apostasy, and to propagate Catholicism."
493464,Iskan,110,2008,6.7,64,331897,134508551,A frustrated office worker learns that he is the son of a professional assassin and that he shares his father's superhuman killing abilities.
494238,Srce iz crnila,106,2008,6.1,,67164,17303424,"A teenage girl discovers her father has an amazing talent to bring characters out of their books and must try to stop a freed villain from destroying them all, with the help of her father, her aunt, and a storybook's hero."
496806,Oceanovih 13,122,2007,6.9,62,289096,117154724,"Danny Ocean rounds up the boys for a third heist, after casino owner Willy Bank double-crosses one of the original eleven, Reuben Tishkoff."
497465,Ljubezen v Barceloni,96,2008,7.1,70,222109,23216709,"Two girlfriends on a summer holiday in Spain become enamored with the same painter, unaware that his ex-wife, with whom he has a tempestuous relationship, is about to re-enter the picture."
498353,Hostel: Part II,94,2007,5.5,46,78270,17609452,"Three American college students studying abroad are lured to a Slovakian hostel, and discover the grim reality behind it."
498380,Pisma z Iwo Jime,141,2006,7.9,89,143570,13756082,"The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it."
498399,Mafijske noci,117,2007,6.9,59,78326,28563179,A New York City nightclub manager tries to save his brother and father from Russian Mafia hitmen.
499448,Zgodbe iz Narnije: Princ Kaspijan,150,2008,6.5,62,171734,141621490,"The Pevensie siblings return to Narnia, where they are enlisted to once again help ward off an evil king and restore the rightful heir to the land's throne, Prince Caspian."
499549,Avatar,162,2009,7.8,83,1004376,760507625,A paraplegic marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.
499556,War,103,2007,6.3,36,79162,22466994,"An FBI Agent seeks vengeance on a mysterious assassin known as ""Rogue"" who murdered his partner."
756683,The Man from Earth,87,2007,7.9,,155182,,An impromptu goodbye party for Professor John Oldman becomes a mysterious interrogation after the retiring scholar reveals to his colleagues he has a longer and stranger past than they can imagine.
758730,AVPR: Aliens vs Predator - Requiem,94,2007,4.7,29,105585,41797066,"Warring Alien and Predator races descend on a rural Colorado town, where unsuspecting residents must band together for any chance of survival."
758746,Friday the 13th,97,2009,5.6,34,85938,65002019,"A group of young adults discover a boarded up Camp Crystal Lake, where they soon encounter Jason Voorhees and his deadly intentions."
758752,Ljubezen in druge droge,112,2010,6.7,55,162286,32367005,A young woman suffering from Parkinson's befriends a drug rep working for Pfizer in 1990s Pittsburgh.
758758,V divjino,148,2007,8.1,73,506837,18352454,"After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters that shape his life."
758766,Glasba in besedilo,96,2007,6.5,59,89255,50572589,"A washed up singer is given a couple days to compose a chart-topping hit for an aspiring teen sensation. Though he's never written a decent lyric in his life, he sparks with an offbeat younger woman with a flair for words."
758774,Telo laži,128,2008,7.1,57,194243,39394666,A CIA agent on the ground in Jordan hunts down a powerful terrorist leader while being caught between the unclear intentions of his American supervisors and Jordan Intelligence.
762107,Gasilca pred oltarjem,115,2007,6.0,37,130633,120059556,"Two straight, single Brooklyn firefighters pretend to be a gay couple in order to receive domestic partner benefits."
765010,Brata,105,2009,7.1,58,99995,28501651,A young man comforts his older brother's wife and children after he goes missing in Afghanistan.
765429,Ameriški gangster,157,2007,7.8,76,356631,130164645,"An outcast New York City cop is charged with bringing down Harlem drug lord Frank Lucas, whose real life inspired this partly biographical film."
765443,Smrtne obljube,100,2007,7.7,82,209133,17114882,A Russian teenager living in London who dies during childbirth leaves clues to a midwife in her journal that could tie her child to a rape involving a violent Russian mob family.
770703,Kateri je pravi?,106,2011,6.1,35,66190,14008193,A woman looks back at the past nineteen men she's had relationships with in her life and wonders if one of them might be her one true love.
770752,"Ni vse zlato, kar se sveti",112,2008,5.7,29,66715,70231041,A new clue to the whereabouts of a lost treasure rekindles a married couple's sense of adventure -- and their estranged romance.
770828,Jekleni mož,143,2013,7.1,55,624542,291045518,"Clark Kent, one of the last of an extinguished race disguised as an unremarkable human, is forced to reveal his identity when Earth is invaded by an army of survivors who threaten to bring the planet to the brink of destruction."
780504,Voznja,100,2011,7.8,78,502930,35060689,A mysterious Hollywood stuntman and mechanic moonlights as a getaway driver and finds himself in trouble when he helps out his neighbor.
780521,Princesa in zabec,97,2009,7.1,73,104422,104400899,"A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him."
780536,Morilca na kolektivca,107,2008,7.9,67,350737,7757130,"Guilt-stricken after a job gone wrong, hitman Ray and his partner await orders from their ruthless boss in Bruges, Belgium, the last place in the world Ray wants to be."
780571,Gospod Brooks,120,2007,7.3,45,133587,28476219,A well-respected businessman is sometimes controlled by his murder and mayhem-loving alter ego.
780653,Volkodlak,103,2010,5.8,43,95888,61979680,"Upon his return to his ancestral homeland, an American man is bitten, and subsequently cursed by, a werewolf."
783233,Pokora,123,2007,7.8,85,220608,50927067,"Fledgling writer Briony Tallis, as a thirteen-year-old, irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit."
787475,Kaskader Rod,88,2007,6.7,43,67704,13920741,Self-proclaimed stuntman Rod Kimble is preparing for the jump of his life - to clear fifteen buses to raise money for his abusive stepfather Frank's life-saving heart operation.
790628,The Incredible Burt Wonderstone,100,2013,5.9,44,66001,22525921,"A veteran Vegas magician tries to revive his career after his longtime partner quits, he gets fired from his casino act, and an edgy new ""street magician"" steals his thunder."
790636,Klub zdravja Dallas,117,2013,8.0,84,387259,27298285,"In 1985 Dallas, electrician and hustler Ron Woodroof works around the system to help AIDS patients get the medication they need after he is diagnosed with the disease."
790686,Odsev,110,2008,6.2,35,95112,30691439,An ex-cop and his family are the target of an evil force that is using mirrors as a gateway into their home.
790724,Jack Reacher,130,2012,7.0,50,274106,80070736,A homicide investigator digs deeper into a case involving a trained military sniper who shot five random victims.
790736,R.I.P.D.,96,2013,5.6,25,105491,33618855,A recently slain cop joins a team of undead police officers working for the Rest in Peace Department and tries to find the man who murdered him.
795351,Primer st. 39,109,2009,6.2,25,68879,13248477,"A social worker fights to save a girl from her abusive parents, only to discover that the situation is more dangerous than she ever expected."
795368,Smrt na pogrebu,90,2007,7.4,67,99047,8579684,Chaos ensues when a man tries to expose a dark secret regarding a recently deceased patriarch of a dysfunctional British family.
795421,Mamma Mia!,108,2008,6.4,51,179791,144130063,The story of a bride-to-be trying to find her real father told using hit songs by the popular 1970s group ABBA.
796366,Zvezdne steze,127,2009,8.0,82,547876,257730019,The brash James T. Kirk tries to live up to his father's legacy with Mr. Spock keeping him in check as a vengeful Romulan from the future creates black holes to destroy the Federation one planet at a time.
799934,"Bodite uvidevni, previjte",102,2008,6.4,52,84759,11169531,"Two bumbling store clerks inadvertently erase the footage from all of the tapes in their video rental store. In order to keep the business running, they re-shoot every film in the store with their own camera, with a budget of zero dollars."
799949,Velik film,86,2007,2.3,17,96182,39739367,"A comedic satire of films that are large in scope, reputation and popularity."
800039,Pozabi Saro,111,2008,7.2,67,241486,63172463,"Devastated Peter takes a Hawaiian vacation in order to deal with the recent break-up with his TV star girlfriend, Sarah. Little does he know, Sarah's traveling to the same resort as her ex - and she's bringing along her new boyfriend."
800080,Neverjetni Hulk,112,2008,6.8,61,379227,134518390,"Bruce Banner, a scientist on the run from the U.S. Government, must find a cure for the monster he turns into, whenever he loses his temper."
800320,Clash of the Titans,106,2010,5.8,39,250212,163214888,"Perseus demigod, son of Zeus, battles the minions of the underworld to stop them from conquering heaven and earth."
800369,Thor,115,2011,7.0,57,639396,181030624,"The powerful, but arrogant god Thor, is cast out of Asgard to live amongst humans in Midgard (Earth), where he soon becomes one of their finest defenders."
803096,Warcraft: začetek,123,2016,6.9,32,216738,47365290,"As an Orc horde invades the planet Azeroth using a magic portal, a few human heroes and dissenting Orcs must attempt to stop the true evil behind this war."
804461,Smrtna kazen,105,2007,6.8,36,65118,9525276,"Nick Hume is a mild-mannered executive with a perfect life, until one gruesome night he witnesses something that changes him forever. Transformed by grief, Hume eventually comes to the disturbing conclusion that no length is too great when protecting his family."
804497,Zabavna zgodba,101,2010,7.1,63,122301,6350058,A clinically depressed teenager gets a new start after he checks himself into an adult psychiatric ward.
805564,Lars ima punco,106,2007,7.3,70,127977,5972884,A delusional young man strikes up an unconventional relationship with a doll he finds on the Internet.
808151,Angels & Demons,138,2009,6.7,48,244455,133375846,Harvard symbologist Robert Langdon works with a nuclear physicist to solve a murder and prevent a terrorist act against the Vatican during one of the significant events within the church.
808279,Krute igre,111,2007,6.5,44,80604,1294640,Two psychopathic young men take a family hostage in their cabin.
808417,Persepolis,96,2007,8.1,90,79582,4443403,A precocious and outspoken Iranian girl grows up during the Islamic Revolution.
810819,Dansko dekle,119,2015,7.1,66,136511,12706393,A fictitious love story loosely inspired by the lives of Danish artists Lili Elbe and Gerda Wegener. Lili and Gerda's marriage and work evolve as they navigate Lili's groundbreaking journey as a transgender pioneer.
810913,Jack in Jill,91,2011,3.3,23,68713,74158157,"Family guy Jack Sadelstein prepares for the annual event he dreads: the Thanksgiving visit of his fraternal twin sister, the needy and passive-aggressive Jill, who then refuses to leave."
811080,Speed Racer,135,2008,6.0,37,63744,43945766,"A young driver, Speed Racer, aspires to be champion of the racing world with the help of his family and his high-tech Mach 5 automobile."
814255,Percy Jackson in olimpijci - kradljivec strele,118,2010,5.9,47,160227,88761720,A teenager discovers he's the descendant of a Greek god and sets out on an adventure to settle an on-going battle between the gods.
814314,Sedem dus,123,2008,7.6,36,260862,69951824,A man with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.
815236,Predobra zame,104,2010,6.4,46,112885,31584722,"An average Joe meets the perfect woman, but his lack of confidence and the influence of his friends and family begin to pick away at the relationship."
815245,The Uninvited,87,2009,6.4,43,69634,28573173,"Anna returns home after a stint in a mental hospital, but her recovery is jeopardized by her cruel stepmother and ghastly visions of her dead mother."
816442,The Book Thief,131,2013,7.6,53,115509,21488481,"While subjected to the horrors of World War II Germany, young Liesel finds solace by stealing books and sharing them with others. In the basement of her home, a Jewish refugee is being protected by her adoptive parents."
816462,Conan the Barbarian,113,2011,5.2,36,88733,21295021,A vengeful barbarian warrior sets off to get his revenge on the evil warlord who attacked his village and murdered his father when he was a boy.
816692,Medzvezdje,169,2014,8.6,74,1216019,188020017,A team of explorers travel through a wormhole in space in an attempt to ensure humanity's survival.
816711,Svetovna vojna Z,116,2013,7.0,63,534561,202359711,"Former United Nations employee Gerry Lane traverses the world in a race against time to stop the Zombie pandemic that is toppling armies and governments, and threatening to destroy humanity itself."
817177,Pot do ljubezni,90,2010,7.7,45,72417,1752214,Two eighth-graders start to have feelings for each other despite being total opposites.
817230,Valentinovo,125,2010,5.7,34,104201,110485654,Intertwining couples and singles in Los Angeles break-up and make-up based on the pressures and expectations of Valentine's Day.
821640,Vse moje bivse,100,2009,5.8,34,75363,55250026,"While attending his brother's wedding, a serial womanizer is haunted by the ghosts of his past girlfriends."
822832,Marley in jaz,115,2008,7.1,53,131926,143153751,"A family learns important life lessons from their adorable, but naughty and neurotic dog."
822847,Duhovnik,87,2011,5.7,41,105667,29136626,A priest disobeys church law to track down the vampires who kidnapped his niece.
822854,Strelec,124,2007,7.2,53,284148,47003582,"A marksman living in exile is coaxed back into action after learning of a plot to kill the President. Ultimately double-crossed and framed for the attempt, he goes on the run to find the real killer and the reason he was set up."
824747,Zamenjan,141,2008,7.8,63,218068,35739802,A grief-stricken mother takes on the LAPD to her own detriment when it tries to pass off an obvious impostor as her missing child.
825232,Preden se stegneva,97,2007,7.4,42,207874,93466502,Two terminally ill men escape from a cancer ward and head off on a road trip with a wish list of to-dos before they die.
829150,Drakula: Skrita zgodba,92,2014,6.3,40,159868,56280355,"As his kingdom is being threatened by the Turks, young prince Vlad Tepes must become a monster feared by his own people in order to obtain the power needed to protect his own family, and the families of his kingdom."
829482,Superzur,113,2007,7.6,76,469346,121463226,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.
830515,Kvantum sočutja,106,2008,6.6,58,367490,168368427,James Bond descends into mystery as he tries to stop a mysterious organization from eliminating a country's most valuable resource.
831387,Godzilla,123,2014,6.4,62,336980,200676069,"The world is beset by the appearance of monstrous creatures, but one of them may be the only one who can save humanity."
832266,Katera je prava,112,2008,7.2,59,142162,31973840,A political consultant tries to explain his impending divorce and past relationships to his 11-year-old daughter.
834001,Underworld: Rise of the Lycans,92,2009,6.6,44,138272,45802315,"An origins story centered on the centuries-old feud between the race of aristocratic vampires and their onetime slaves, the Lycans."
837562,Hotel Transilvanija,91,2012,7.1,47,195506,148313048,"Dracula, who operates a high-end resort away from the human world, goes into overprotective mode when a boy discovers the resort and falls for the count's teenaged daughter."
838221,Darjeeling Limited,91,2007,7.2,67,159605,11902715,"A year after their father's funeral, three brothers travel across India by train in an attempt to bond with each other."
838283,Nora brata,98,2008,6.9,51,238340,100468793,Two aimless middle-aged losers still living at home are forced against their will to become roommates when their parents marry.
839980,Semi-Pro,91,2008,5.8,47,72936,33472850,"Jackie Moon, the owner-coach-player of the American Basketball Association's Flint Michigan Tropics, rallies his teammates to make their NBA dreams come true."
840361,Mesto,125,2010,7.6,74,313429,92186262,"As he plans his next job, a longtime thief tries to balance his feelings for a bank manager connected to one of his earlier heists, as well as the F.B.I. Agent looking to bring him and his crew down."
842926,Otroci so super,106,2010,7.0,86,118820,20811365,Two children conceived by artificial insemination bring their biological father into their non-traditional family life.
844471,Oblacno z mesnimi kroglicami,90,2009,7.0,66,177933,124870275,"A local scientist is often regarded as a failure until he invents a machine that can make food fall from the sky. But little does he know, that things are about to take a turn for the worst."
844708,Zadnja hisa na levi,110,2009,6.6,42,77047,32721635,"After kidnapping and brutally assaulting two young women, a gang unknowingly finds refuge at a vacation home belonging to the parents of one of the victims: a mother and father who devise an increasingly gruesome series of revenge tactics."
848228,Maščevalci,143,2012,8.1,69,1127736,623357910,Earth's mightiest heroes must come together and learn to fight as a team if they are going to stop the mischievous Loki and his alien army from enslaving humanity.
848537,Epic,102,2013,6.7,52,93436,107518682,A teenager finds herself transported to a deep forest setting where a battle between the forces of good and the forces of evil is taking place. She bands together with a rag-tag group of characters in order to save their world -- and ours.
852713,Hisna zajcica,97,2008,5.5,55,71667,48237389,"After Playboy bunny Shelley is kicked out of the playboy mansion, she finds a job as the house mother for a sorority full of socially awkward girls."
859163,Mumija: grobnica zmajskega cesarja,112,2008,5.2,31,135638,102491776,"In the Far East, Alex O'Connell, the son of famed mummy fighters Rick and Evy O'Connell, unearths the mummy of the first Emperor of Qin -- a shape-shifting entity cursed by a witch centuries ago."
861689,Slepota,121,2008,6.6,45,64598,3073392,A city is ravaged by an epidemic of instant white blindness.
861739,Tropa de Elite,115,2007,8.1,33,90254,8060,"1997, Captain Nascimento has to find a substitute for his occupation while trying to take down drug dealers and criminals before the Pope comes to Rio de Janeiro, Brazil."
862846,Pocistimo za umorom,91,2008,6.9,61,65638,12062558,"In order to raise the tuition to send her young son to private school, a mom starts an unusual business -- a biohazard removal/crime scene clean-up service -- with her unreliable sister."
862856,Trick 'r Treat,82,2007,6.8,,71305,,"Five interwoven stories that occur on Halloween: An everyday high school principal has a secret life as a serial killer; a college virgin might have just met the guy for her; a group of teenagers pull a mean prank; a woman who loathes the night has to contend with her holiday-obsessed husband; and a mean old man meets his match with a demonic, supernatural trick-or-treater."
864761,Vojvodina,110,2008,6.9,62,70197,13823741,"A chronicle of the life of 18th century aristocrat Georgiana, Duchess of Devonshire, who was reviled for her extravagant political and personal life."
865556,The Forbidden Kingdom,104,2008,6.6,57,95132,52075270,"A discovery made by a kung fu obsessed American teen sends him on an adventure to China, where he joins up with a band of martial arts warriors in order to free the imprisoned Monkey King."
870111,Frost/Nixon,122,2008,7.7,80,95464,18593156,A dramatic retelling of the post-Watergate television interviews between British talk-show host David Frost and former president Richard Nixon.
870984,Antikrist,108,2009,6.6,49,102185,397070,"A grieving couple retreat to their cabin in the woods, hoping to repair their broken hearts and troubled marriage, but nature takes its course and things go from bad to worse."
871510,Chak De! India,153,2007,8.2,68,63421,1113541,Kabir Khan is the coach of the Indian Women's National Hockey Team and his dream is to make his all girls team emerge victorious against all odds.
876563,Gake no ue no Ponyo,101,2008,7.7,86,102455,15090400,"A five-year-old boy develops a relationship with Ponyo, a young goldfish princess who longs to become a human after falling in love with him."
878804,Zgodba o prvaku,129,2009,7.7,53,257237,255959475,"The story of Michael Oher, a homeless and traumatized boy who became an All American football player and first round NFL draft pick with the help of a caring woman and her family."
879870,"Jej, moli, ljubi",133,2010,5.7,50,74213,80574010,"A married woman realizes how unhappy her marriage really is, and that her life needs to go in a different direction. After a painful divorce, she takes off on a round-the-world journey to ""find herself""."
882977,Ovaduh,112,2013,6.5,51,73986,42930462,"A father goes undercover for the DEA in order to free his son, who was imprisoned after being set up in a drug deal."
884328,Skrivnostna megla,126,2007,7.2,58,252812,25593755,"A freak storm unleashes a species of bloodthirsty creatures on a small town, where a small band of citizens hole up in a supermarket and fight for their lives."
884732,"Porocna prica, d.o.o.",101,2015,6.7,35,64950,64460211,"Two weeks shy of his wedding, a socially awkward guy enters into a charade by hiring the owner of a company that provides best men for grooms in need."
887883,Preberi in zazgi,96,2008,7.0,63,277792,60355347,A disk containing mysterious information from a CIA agent ends up in the hands of two unscrupulous and daft gym employees who attempt to sell it.
887912,Bombna misija,131,2008,7.6,94,379708,17017811,"During the Iraq War, a Sergeant recently assigned to an army bomb squad is put at odds with his squad mates due to his maverick way of handling his work."
889573,Zamenjava,101,2010,6.1,52,87984,27758465,"Seven years after the fact, a man comes to the realization that he was the sperm donor for his best friend's boy."
889583,Brüno,81,2009,5.8,54,131196,60054530,Flamboyant and gay Austrian Brüno looks for new fame in America.
890870,Zaga 4,93,2007,5.9,36,127212,63300095,"Despite Jigsaw's death, and in order to save the lives of two of his colleagues, Lieutenant Rigg is forced to take part in a new game, which promises to test him to the limit."
892318,Pisma Juliji,105,2010,6.6,50,83907,53032453,"Sophie dreams of becoming a writer and travels to Verona, Italy where she meets the ""Secretaries of Juliet""."
892769,Kako izuriti svojega zmaja,98,2010,8.1,74,580790,217581231,"A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed."
892782,Pošasti proti nezemljanom,94,2009,6.5,56,130937,198351526,A woman transformed into a giant after she is struck by a meteorite on her wedding day becomes part of a team of monsters sent in by the U.S. government to defeat an alien mastermind trying to take over Earth.
892791,Shrek 4,93,2010,6.3,58,159769,238371987,Rumpelstiltskin tricks a mid-life crisis burdened Shrek into allowing himself to be erased from existence and cast in a dark alternate timeline where Rumpel rules supreme.
898367,Cesta,111,2009,7.3,64,201162,56692,"In a dangerous post-apocalyptic world, an ailing father defends his son as they slowly travel to the sea."
901476,Vojna med nevestama,89,2009,5.5,24,91119,58715510,Two best friends become rivals when they schedule their respective weddings on the same day.
903624,Hobit: Nepricakovano potovanje,169,2012,7.9,58,702848,303003568,"A reluctant Hobbit, Bilbo Baggins, sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home, and the gold within it from the dragon Smaug."
905372,The Thing,103,2011,6.2,49,108016,16928670,"At an Antarctica research site, the discovery of an alien craft leads to a confrontation between graduate student Kate Lloyd and scientist Dr. Sander Halvorson."
907657,Once,86,2007,7.9,88,102839,9439923,"A modern-day musical about a busker and an immigrant and their eventful week in Dublin, as they write, rehearse and record songs that tell their love story."
910936,Zadetki: Ananas ekspres,111,2008,7.0,64,284678,87341380,A process server and his marijuana dealer wind up on the run from hitmen and a corrupt police officer after he witnesses his dealer's boss murder a competitor while trying to serve papers on him.
910970,Wall-E,98,2008,8.4,95,865757,223808164,"In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind."
914798,Decek v crtasti pizami,94,2008,7.8,55,161288,9030581,"Set during WWII, a story seen through the innocent eyes of Bruno, the eight-year-old son of the commandant at a German concentration camp, whose forbidden friendship with a Jewish boy on the other side of the camp fence has startling and unexpected consequences."
914863,Unthinkable,97,2010,7.1,,78909,,A psychological thriller centered around a black-ops interrogator and an F.B.I. Agent who press a suspect terrorist into divulging the location of three nuclear weapons set to detonate in the U.S.
918927,Dvom,104,2008,7.5,68,110728,33422556,A Catholic school principal questions a priest's ambiguous relationship with a troubled young student.
918940,Legenda o Tarzanu,110,2016,6.3,44,142670,126643061,"Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment."
926084,Harry Potter in Svetinje smrti - 1. del,146,2010,7.7,65,399956,295983305,"As Harry races against time and evil to destroy the Horcruxes, he uncovers the existence of three most powerful objects in the wizarding world: the Deathly Hallows."
929632,Zivljenje je dragoceno,110,2009,7.3,79,97807,47395661,"In New York City's Harlem circa 1987, an overweight, abused, illiterate teen who is pregnant with her second child is invited to enroll in an alternative school in hopes that her life can head in a new direction."
936501,Ugrabljena,93,2008,7.8,50,526981,145000989,"A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris."
938283,Zadnji gospodar vetra,103,2010,4.1,20,133560,131564731,"Follows the adventures of Aang, a young successor to a long line of Avatars, who must master all four elements and stop the Fire Nation from enslaving the Water Tribes and the Earth Kingdom."
942385,Tropski vihar,107,2008,7.0,71,342698,110515313,"Through a series of freak occurrences, a group of actors shooting a big-budget war movie are forced to become the soldiers they are portraying."
944835,Salt,100,2010,6.4,65,270854,118311368,A CIA agent goes on the run after a defector accuses her of being a Russian spy.
945513,Izvorna koda,93,2011,7.5,74,437683,54712227,A soldier wakes up in someone else's body and discovers he's part of an experimental government program to find the bomber of a commuter train. A mission he has only 8 minutes to complete.
947798,Crni labod,108,2010,8.0,79,625851,106954678,"A committed dancer wins the lead role in a production of Tchaikovsky's ""Swan Lake"" only to find herself struggling to maintain her sanity."
947810,Zelena cona,115,2010,6.8,63,120045,35053660,Discovering covert and faulty intelligence causes a U.S. Army officer to go rogue as he hunts for Weapons of Mass Destruction in an unstable region.
948470,Neverjetni Spider-man,136,2012,7.0,66,508626,262030663,"After Peter Parker is bitten by a genetically altered spider, he gains newfound, spider-like powers and ventures out to solve the mystery of his parent's mysterious death."
949731,Dogodek,91,2008,5.0,34,180589,64506874,"A science teacher, his wife, and a young girl struggle to survive a plague that causes those infected to commit suicide."
952640,Alvin and the Chipmunks,92,2007,5.2,39,66397,217326974,"A struggling songwriter named Dave Seville finds success when he comes across a trio of singing chipmunks: mischievous leader Alvin, brainy Simon, and chubby, impressionable Theodore."
955308,Robin Hood,140,2010,6.7,53,233595,105269730,"In 12th century England, Robin and his band of marauders confront corruption in a local village and lead an uprising against the crown that will forever alter the balance of world power."
959337,Krozna cesta,119,2008,7.3,69,171896,22911480,A young couple living in a Connecticut suburb during the mid-1950s struggle to come to terms with their personal problems while trying to raise their two children.
960144,Zohan je zakon,113,2008,5.5,54,172780,100018837,An Israeli Special Forces Soldier fakes his death so he can re-emerge in New York City as a hair stylist.
